ID,Entrada,Semaforo,Salida,Detenido,VelProm
190,1370.00,1608.20,1613.20,26.60,8.22
191,1377.00,1613.25,1622.60,18.65,8.14
192,1381.00,1618.15,1627.20,10.25,8.12
193,1388.00,1634.10,1639.10,39.40,7.96
194,1394.00,1637.60,1642.60,55.40,8.05
195,1411.00,1642.20,1647.25,25.00,8.47
196,1414.00,1647.15,1652.15,20.30,8.40
197,1420.00,1650.50,1655.50,27.60,8.49
198,1426.00,1655.05,1664.35,23.65,8.39
199,1432.00,1673.40,1679.25,48.80,8.09
200,1435.00,1678.60,1684.60,46.15,8.01
201,1456.00,1682.20,1690.85,8.10,8.52
202,1459.00,1689.20,1697.85,29.90,8.37
203,1463.00,1696.80,1703.15,25.30,8.33
204,1470.00,1702.30,1710.25,28.80,8.32
205,1476.00,1717.80,1723.45,39.60,8.08
206,1479.00,1722.80,1727.95,33.00,8.03
207,1482.00,1726.45,1731.45,35.65,8.02
208,1501.00,1731.80,1736.80,6.50,8.48
209,1508.00,1736.05,1741.05,25.80,8.58
210,1511.00,1743.25,1752.55,21.20,8.28
211,1515.00,1748.20,1757.15,25.60,8.26
212,1522.00,1755.10,1763.70,26.90,8.27
213,1542.00,1762.45,1767.75,0.90,8.86
214,1545.00,1767.10,1772.20,0.00,8.80
215,1549.00,1771.55,1776.55,1.60,8.79
216,1556.00,1783.85,1788.85,25.90,8.59
217,1563.00,1789.30,1798.60,32.15,8.49
218,1566.00,1805.30,1811.25,37.00,8.15
219,1569.00,1810.55,1816.25,35.15,8.09
220,1587.00,1814.80,1819.90,0.00,8.59
221,1591.00,1827.60,1832.60,30.70,8.28
222,1598.00,1849.35,1855.25,50.20,7.77
223,1605.00,1854.40,1859.80,38.15,7.85
224,1608.00,1857.90,1862.95,48.20,7.84
225,1611.00,1860.95,1870.00,43.90,7.72
226,1614.00,1870.45,1875.45,57.50,7.65
227,1631.00,1877.95,1887.25,30.55,7.80
228,1635.00,1893.30,1899.25,44.40,7.57
229,1643.00,1898.55,1904.55,34.85,7.65
230,1646.00,1902.10,1910.60,38.85,7.56
231,1651.00,1914.35,1919.35,67.35,7.45
232,1657.00,1920.30,1929.55,66.15,7.34
233,1675.00,1924.80,1933.55,36.05,7.74
234,1678.00,1936.95,1943.15,36.25,7.54
235,1683.00,1941.75,1947.05,31.30,7.57
236,1689.00,1944.90,1954.25,37.60,7.54
237,1696.00,1950.20,1957.45,48.15,7.65
238,1702.00,1955.80,1963.60,48.75,7.65
239,1721.00,1963.75,1973.00,33.15,7.94
240,1724.00,1969.05,1978.05,40.45,7.87
241,1728.00,1976.00,1984.95,26.70,7.78
242,1736.00,1982.90,1988.70,22.30,7.91
243,1739.00,1987.65,1995.95,48.20,7.78
244,1742.00,1994.15,1999.20,46.55,7.78
245,1748.00,1997.40,2002.40,41.30,7.86
246,1767.00,2025.40,2031.25,56.95,7.57
247,1771.00,2030.65,2036.60,39.20,7.53
248,1776.00,2035.25,2040.30,42.25,7.57
249,1782.00,2041.45,2046.60,46.00,7.56
250,1785.00,2044.80,2053.95,50.90,7.44
251,1807.00,2051.15,2059.50,13.25,7.92
252,1810.00,2069.05,2075.15,54.15,7.54
253,1817.00,2073.70,2078.80,51.30,7.64
254,1821.00,2078.35,2083.40,44.30,7.62
255,1828.00,2083.45,2088.45,50.35,7.68
256,1834.00,2088.00,2095.85,57.20,7.64
257,1851.00,2114.45,2119.75,49.15,7.44
258,1854.00,2117.55,2126.80,44.10,7.33
259,1860.00,2123.40,2131.25,36.70,7.37
260,1866.00,2130.40,2135.55,59.10,7.42
261,1872.00,2136.10,2142.45,69.05,7.40
262,1875.00,2157.55,2163.30,80.60,6.94
263,1896.00,2161.45,2166.50,54.50,7.39
264,1899.00,2166.40,2171.40,42.05,7.34
265,1903.00,2173.25,2178.65,28.50,7.26
266,1910.00,2178.65,2183.65,49.80,7.31
267,1916.00,2182.75,2192.05,51.50,7.25
268,1919.00,2201.05,2207.15,93.65,6.94
269,1922.00,2206.35,2211.90,88.10,6.90
270,1941.00,2212.90,2218.10,62.25,7.22
271,1948.00,2218.15,2223.20,54.00,7.27
272,1951.00,2222.10,2227.10,46.10,7.24
273,1955.00,2227.80,2237.10,47.05,7.09
274,1962.00,2232.40,2240.90,50.90,7.17
275,1982.00,2248.20,2253.25,62.65,7.37
276,1985.00,2253.15,2258.15,73.10,7.32
277,1989.00,2256.60,2261.60,71.30,7.34
278,1996.00,2260.70,2265.70,42.85,7.42
279,2003.00,2266.35,2271.40,65.50,7.45
280,2006.00,2272.70,2281.95,67.35,7.25
281,2009.00,2278.30,2287.40,54.30,7.18
282,2027.00,2298.10,2303.10,66.40,7.24
283,2031.00,2303.70,2308.75,72.15,7.20
284,2038.00,2308.45,2313.45,65.15,7.26
285,2045.00,2312.55,2317.60,63.70,7.34
286,2048.00,2333.30,2339.20,85.15,6.87
287,2051.00,2338.60,2344.55,74.75,6.81
288,2055.00,2343.00,2348.10,83.60,6.82
289,2075.00,2350.00,2355.10,59.75,7.14
290,2083.00,2355.45,2360.45,66.75,7.21
291,2086.00,2359.00,2368.35,55.90,7.08
292,2092.00,2377.15,2383.15,88.55,6.87
293,2114.00,2381.40,2390.60,57.05,7.23
294,2117.00,2387.70,2396.30,47.20,7.16
295,2121.00,2395.15,2401.20,56.00,7.14
296,2129.00,2400.90,2406.20,50.25,7.22
297,2132.00,2405.20,2413.60,64.00,7.10
298,2136.00,2422.20,2427.60,93.70,6.86
299,2158.00,2425.70,2433.60,51.20,7.26
300,2161.00,2434.35,2439.35,60.45,7.19
301,2164.00,2439.40,2444.40,63.85,7.13
302,2172.00,2442.45,2447.45,51.65,7.26
303,2179.00,2447.35,2456.65,66.75,7.20
304,2182.00,2453.50,2462.55,65.90,7.13
305,2185.00,2458.85,2466.60,85.90,7.10
306,2203.00,2466.35,2471.70,45.75,7.44
307,2206.00,2470.35,2475.45,39.65,7.42
308,2209.00,2475.20,2480.20,27.30,7.37
309,2213.00,2478.80,2483.85,53.20,7.38
310,2221.00,2484.15,2489.15,40.90,7.46
311,2226.00,2509.25,2515.20,101.90,6.92
312,2246.00,2514.35,2519.70,61.50,7.31
313,2249.00,2518.65,2523.70,43.80,7.28
314,2254.00,2524.70,2530.50,45.75,7.23
315,2261.00,2529.35,2534.35,51.10,7.32
316,2266.00,2533.40,2541.60,43.10,7.26
317,2272.00,2553.55,2559.30,78.20,6.96
318,2291.00,2560.55,2565.95,47.40,7.27
319,2296.00,2564.55,2569.60,63.50,7.31
320,2302.00,2568.25,2573.25,66.90,7.37
321,2309.00,2571.80,2576.80,58.50,7.47
322,2315.00,2578.50,2587.75,51.60,7.33
323,2334.00,2583.25,2591.55,22.10,7.77
324,2338.00,2601.00,2606.00,40.60,7.46
325,2341.00,2607.65,2612.70,30.80,7.36
326,2346.00,2611.55,2616.60,39.55,7.39
327,2352.00,2617.55,2622.55,53.70,7.39
328,2356.00,2624.35,2633.70,73.05,7.20
329,2361.00,2641.55,2647.30,83.50,6.99
330,2383.00,2647.50,2652.55,61.10,7.42
331,2386.00,2651.95,2656.95,52.30,7.38
332,2393.00,2659.00,2664.00,49.50,7.38
333,2398.00,2663.55,2668.55,55.10,7.39
334,2404.00,2668.05,2677.35,59.15,7.32
335,2408.00,2674.35,2683.45,52.05,7.26
336,2428.00,2686.85,2692.05,47.65,7.57
337,2434.00,2692.55,2697.85,32.20,7.58
338,2438.00,2697.85,2702.85,47.90,7.55
339,2445.00,2703.25,2708.25,49.80,7.60
340,2466.00,2707.35,2712.35,29.60,8.12
341,2469.00,2711.50,2720.80,37.25,7.94
342,2473.00,2729.30,2735.20,55.90,7.63
343,2480.00,2734.60,2740.55,43.45,7.68
344,2486.00,2740.00,2745.25,28.10,7.71
345,2489.00,2746.30,2751.30,52.60,7.62
346,2509.00,2750.35,2755.35,24.00,8.12
347,2513.00,2757.80,2767.10,26.00,7.87
348,2519.00,2773.35,2779.20,41.60,7.69
349,2525.00,2778.30,2783.65,45.90,7.73
350,2530.00,2781.70,2791.10,25.40,7.66
351,2537.00,2787.30,2796.30,30.10,7.71
352,2555.00,2794.15,2802.65,23.80,8.08
353,2558.00,2817.25,2823.20,44.70,7.54
354,2561.00,2821.15,2830.65,37.90,7.42
355,2565.00,2824.50,2833.50,60.40,7.45
356,2573.00,2831.65,2839.35,37.20,7.51
357,2578.00,2838.55,2843.65,49.05,7.53
358,2598.00,2861.30,2867.20,42.45,7.43
359,2601.00,2866.00,2871.05,61.40,7.41
360,2606.00,2870.55,2875.60,57.85,7.42
361,2613.00,2876.75,2881.75,64.75,7.44
362,2618.00,2880.65,2885.65,47.80,7.47
363,2624.00,2885.70,2895.05,52.20,7.38
364,2643.00,2890.10,2899.25,22.00,7.80
365,2648.00,2909.90,2914.95,42.20,7.49
366,2654.00,2915.10,2920.10,63.75,7.52
367,2661.00,2920.80,2925.85,51.70,7.55
368,2667.00,2924.45,2929.45,66.30,7.62
369,2686.00,2928.75,2933.75,36.25,8.07
370,2690.00,2932.25,2941.55,29.80,7.95
371,2693.00,2937.05,2945.95,29.05,7.91
372,2698.00,2943.95,2952.45,27.65,7.86
373,2704.00,2960.85,2965.90,65.05,7.64
374,2708.00,2967.15,2972.15,64.55,7.57
375,2713.00,2972.45,2977.45,62.80,7.56
376,2735.00,2975.90,2985.20,30.30,7.99
377,2738.00,2980.50,2988.90,31.40,7.97
378,2745.00,2987.80,2995.55,26.20,7.98
379,2750.00,2995.30,3000.85,28.30,7.97
380,2756.00,3010.60,3015.60,53.00,7.70
381,2760.00,3017.50,3026.90,49.30,7.49
382,2780.00,3037.30,3043.20,43.50,7.60
383,2786.00,3042.35,3047.70,47.65,7.64
384,2790.00,3046.20,3051.25,43.45,7.66
385,2797.00,3052.15,3057.65,44.80,7.67
386,2818.00,3059.15,3064.60,20.10,8.11
387,2821.00,3081.15,3087.15,59.80,7.51
388,2825.00,3085.30,3090.35,52.90,7.54
389,2832.00,3089.25,3094.25,54.75,7.63
390,2838.00,3093.25,3098.25,56.45,7.68
391,2841.00,3099.05,3104.05,40.45,7.60
392,2861.00,3105.50,3114.90,9.80,7.88
393,2865.00,3109.85,3119.05,9.10,7.87
394,2871.00,3114.65,3123.00,25.10,7.94
395,2877.00,3126.80,3132.00,29.60,7.84
396,2882.00,3133.90,3138.90,55.00,7.79
397,2889.00,3141.05,3146.05,68.70,7.78
398,2907.00,3144.60,3149.60,21.80,8.24
399,2910.00,3149.20,3158.60,12.65,8.05
400,2913.00,3168.90,3175.10,37.55,7.63
401,2917.00,3174.10,3180.45,57.00,7.59
402,2925.00,3178.75,3183.85,40.45,7.73
403,2930.00,3183.40,3188.40,50.75,7.74
404,2950.00,3186.75,3191.75,22.60,8.27
405,2953.00,3193.90,3203.25,34.00,7.99
406,2958.00,3198.40,3207.35,33.50,8.02
407,2965.00,3204.40,3212.50,25.00,8.08
408,2970.00,3220.20,3225.20,47.90,7.84
409,2976.00,3224.40,3229.45,54.10,7.89
410,2995.00,3227.60,3232.60,19.20,8.42
411,3000.00,3232.00,3237.05,11.90,8.44
412,3006.00,3238.70,3248.00,28.30,8.26
413,3013.00,3244.10,3253.15,23.15,8.33
414,3019.00,3257.20,3263.15,42.10,8.19
415,3038.00,3261.00,3269.30,8.70,8.65
416,3042.00,3268.60,3273.95,4.10,8.62
417,3045.00,3273.90,3279.00,15.50,8.55
418,3050.00,3279.75,3284.80,10.55,8.52
419,3056.00,3285.85,3294.75,28.00,8.38
420,3060.00,3301.90,3307.45,44.30,8.08
421,3065.00,3308.60,3314.30,46.20,8.02
422,3087.00,3314.35,3319.45,12.35,8.60
423,3090.00,3319.85,3324.85,24.10,8.52
424,3097.00,3323.40,3328.45,26.20,8.64
425,3102.00,3328.70,3338.05,26.70,8.47
426,3108.00,3349.25,3354.30,50.00,8.12
427,3112.00,3353.20,3358.20,48.40,8.12
428,3132.00,3360.55,3365.65,22.40,8.56
429,3138.00,3364.35,3369.35,16.55,8.64
430,3142.00,3371.45,3380.35,16.55,8.39
431,3149.00,3389.90,3395.45,51.10,8.12
432,3170.00,3396.20,3401.55,20.40,8.64
433,3173.00,3400.70,3405.70,26.20,8.59
434,3177.00,3406.05,3411.10,24.85,8.54
435,3184.00,3409.40,3414.40,18.45,8.68
436,3190.00,3416.75,3426.10,21.50,8.47
437,3193.00,3438.05,3443.05,55.80,8.00
438,3213.00,3443.90,3448.95,23.20,8.48
439,3217.00,3449.90,3454.90,21.10,8.41
440,3223.00,3455.65,3460.70,21.80,8.41
441,3229.00,3461.60,3470.95,19.10,8.27
442,3234.00,3480.85,3485.90,39.40,7.94
443,3241.00,3485.90,3490.90,51.10,8.00
444,3259.00,3489.40,3494.40,17.30,8.50
445,3262.00,3495.65,3500.65,14.80,8.38
446,3265.00,3502.70,3512.05,12.80,8.10
447,3269.00,3521.35,3527.20,44.80,7.75
448,3277.00,3526.85,3531.85,45.20,7.85
449,3282.00,3530.80,3535.80,53.00,7.88
450,3302.00,3534.05,3539.05,24.50,8.44
451,3305.00,3538.00,3543.05,30.10,8.40
452,3310.00,3543.35,3548.40,28.25,8.39
453,3317.00,3547.30,3556.60,25.00,8.35
454,3322.00,3565.50,3571.25,44.00,8.02
455,3328.00,3570.80,3576.65,49.45,8.04
456,3347.00,3574.90,3579.95,16.25,8.59
457,3352.00,3580.15,3585.15,29.90,8.58
458,3358.00,3586.60,3591.60,28.30,8.56
459,3365.00,3592.20,3601.50,23.15,8.46
460,3371.00,3596.75,3605.25,28.60,8.54
461,3390.00,3603.70,3612.40,0.60,8.99
462,3394.00,3611.05,3616.15,0.90,9.00
463,3397.00,3626.75,3631.75,25.70,8.52
464,3402.00,3631.80,3636.85,20.75,8.52
465,3408.00,3652.90,3659.10,53.50,7.96
466,3412.00,3658.15,3663.60,43.95,7.95
467,3417.00,3663.90,3669.60,37.10,7.92
468,3439.00,3668.65,3673.70,9.25,8.52
469,3442.00,3672.45,3677.45,26.60,8.49
470,3449.00,3678.45,3687.70,26.20,8.38
471,3454.00,3684.85,3693.95,26.70,8.34
472,3460.00,3698.30,3703.65,35.90,8.21
473,3464.00,3703.05,3708.10,34.30,8.19
474,3484.00,3707.60,3712.60,7.30,8.75
475,3490.00,3714.20,3719.25,2.30,8.72
476,3494.00,3718.30,3726.40,1.70,8.61
477,3501.00,3742.30,3747.65,59.30,8.11
478,3522.00,3745.65,3754.30,20.00,8.61
479,3525.00,3753.25,3758.55,22.00,8.56
480,3529.00,3756.70,3765.90,20.65,8.44
481,3536.00,3763.60,3769.20,15.45,8.58
482,3542.00,3785.40,3791.25,50.70,8.02
483,3545.00,3790.15,3795.25,51.40,7.99
484,3565.00,3795.20,3800.25,30.50,8.50
485,3569.00,3800.00,3805.05,29.80,8.47
486,3575.00,3806.05,3811.05,22.35,8.47
487,3581.00,3810.50,3819.80,14.00,8.38
488,3586.00,3829.30,3835.20,30.70,8.03
489,3593.00,3834.95,3839.95,53.70,8.10
490,3611.00,3842.25,3847.25,29.90,8.47
491,3614.00,3846.10,3851.10,26.30,8.44
492,3617.00,3850.80,3855.85,18.45,8.37
493,3621.00,3857.85,3867.20,24.50,8.12
494,3629.00,3862.35,3870.80,16.70,8.27
495,3634.00,3881.20,3886.25,54.10,7.93
496,3654.00,3888.35,3893.35,27.60,8.36
497,3657.00,3893.00,3898.00,21.30,8.30
498,3662.00,3899.75,3909.00,25.00,8.10
499,3669.00,3904.30,3912.95,25.00,8.20
500,3674.00,3923.05,3928.05,44.50,7.87
501,3680.00,3928.40,3933.45,51.55,7.89
502,3699.00,3931.60,3936.60,18.25,8.42
503,3704.00,3935.30,3940.30,19.40,8.46
504,3710.00,3938.60,3943.60,28.30,8.56
505,3717.00,3944.20,3953.50,23.15,8.46
506,3723.00,3948.75,3957.25,28.60,8.54
507,3742.00,3955.70,3964.35,0.60,8.99
508,3746.00,3962.80,3967.95,0.40,9.01
509,3749.00,3972.80,3977.80,13.90,8.74
510,3754.00,3978.55,3983.55,8.95,8.71
511,3760.00,3985.05,3994.45,28.00,8.53
512,3764.00,3989.60,3998.90,27.60,8.51
513,3769.00,4005.30,4011.20,43.40,8.26
514,3791.00,4008.50,4017.30,6.75,8.84
515,3794.00,4018.45,4023.45,22.10,8.72
516,3801.00,4023.00,4028.05,26.20,8.81
517,3806.00,4028.20,4033.20,26.70,8.80
518,3812.00,4049.25,4055.20,46.60,8.22
519,3816.00,4053.35,4058.50,44.00,8.25
520,3836.00,4058.55,4063.65,19.30,8.79
521,3842.00,4064.55,4070.30,9.55,8.76
522,3846.00,4069.00,4074.05,8.75,8.77
523,3853.00,4076.30,4084.30,29.30,8.65
524,3874.00,4096.05,4101.05,27.90,8.81
525,3877.00,4100.10,4105.10,24.65,8.77
526,3881.00,4106.75,4111.80,23.45,8.67
527,3888.00,4111.40,4116.40,18.65,8.76
528,3894.00,4116.30,4121.30,21.50,8.80
529,3897.00,4137.15,4143.15,50.60,8.13
530,3917.00,4141.80,4146.85,28.10,8.70
531,3921.00,4146.65,4151.65,27.40,8.67
532,3927.00,4153.35,4158.35,19.95,8.64
533,3933.00,4158.45,4163.45,11.80,8.68
534,3938.00,4165.45,4174.80,8.20,8.45
535,3945.00,4184.85,4189.85,55.10,8.17
536,3963.00,4188.90,4193.95,21.80,8.66
537,3966.00,4193.40,4198.40,22.20,8.61
538,3969.00,4197.95,4203.00,14.25,8.55
539,3973.00,4201.60,4206.60,24.50,8.56
540,3981.00,4205.25,4214.65,16.70,8.56
541,3986.00,4225.25,4231.20,50.50,8.16
542,4006.00,4228.60,4236.95,14.85,8.66
543,4009.00,4236.00,4241.05,26.80,8.62
544,4014.00,4242.10,4247.10,24.85,8.58
545,4021.00,4247.80,4252.85,25.00,8.63
546,4026.00,4269.25,4275.20,45.80,8.03
547,4032.00,4274.50,4280.55,49.65,8.05
548,4051.00,4278.90,4284.00,16.25,8.58
549,4056.00,4282.05,4287.05,25.70,8.66
550,4062.00,4286.20,4291.20,28.30,8.73
551,4069.00,4291.70,4296.70,23.15,8.78
552,4075.00,4295.55,4304.85,28.60,8.70
553,4094.00,4313.35,4319.20,17.90,8.88
554,4098.00,4318.55,4323.95,13.30,8.85
555,4101.00,4322.90,4327.95,4.95,8.81
556,4106.00,4326.60,4331.60,1.70,8.87
557,4112.00,4332.60,4337.65,28.00,8.86
558,4116.00,4337.05,4346.50,27.60,8.68
559,4121.00,4357.25,4363.20,52.00,8.26
560,4143.00,4362.50,4368.55,15.05,8.87
561,4146.00,4366.85,4371.95,9.95,8.85
562,4153.00,4375.00,4380.05,26.20,8.81
563,4158.00,4380.20,4385.20,26.70,8.80
564,4164.00,4401.25,4407.20,46.60,8.22
565,4168.00,4405.35,4410.50,44.00,8.25
