ID,Entrada,Semaforo,Salida,Detenido,VelProm
1218,9093.00,9334.55,9340.25,35.15,8.09
1219,9111.00,9338.80,9343.90,0.00,8.59
1220,9115.00,9351.60,9356.60,30.70,8.28
1221,9122.00,9373.35,9379.25,50.20,7.77
1222,9129.00,9378.40,9383.80,38.15,7.85
1223,9132.00,9381.90,9386.95,48.20,7.84
1224,9135.00,9384.95,9394.00,43.90,7.72
1225,9138.00,9394.45,9399.45,57.50,7.65
1226,9155.00,9401.95,9411.25,30.55,7.80
1227,9159.00,9417.30,9423.25,44.40,7.57
1228,9167.00,9422.55,9428.55,34.85,7.65
1229,9170.00,9426.10,9434.60,38.85,7.56
1230,9175.00,9438.35,9443.35,67.35,7.45
1231,9181.00,9444.30,9453.55,66.15,7.34
1232,9199.00,9448.80,9457.55,36.05,7.74
1233,9202.00,9460.95,9467.15,36.25,7.54
1234,9207.00,9465.75,9471.05,31.30,7.57
1235,9213.00,9468.90,9478.25,37.60,7.54
1236,9220.00,9474.20,9481.45,48.15,7.65
1237,9226.00,9479.80,9487.60,48.75,7.65
1238,9245.00,9487.75,9497.00,33.15,7.94
1239,9248.00,9493.05,9502.05,40.45,7.87
1240,9252.00,9500.00,9508.95,26.70,7.78
1241,9260.00,9506.90,9512.70,22.30,7.91
1242,9263.00,9511.65,9519.95,48.20,7.78
1243,9266.00,9518.15,9523.20,46.55,7.78
1244,9272.00,9521.40,9526.40,41.30,7.86
1245,9291.00,9549.40,9555.25,56.95,7.57
1246,9295.00,9554.65,9560.60,39.20,7.53
1247,9300.00,9559.25,9564.30,42.25,7.57
1248,9306.00,9565.45,9570.60,46.00,7.56
1249,9309.00,9568.80,9577.95,50.90,7.44
1250,9331.00,9575.15,9583.50,13.25,7.92
1251,9334.00,9593.05,9599.15,54.15,7.54
1252,9341.00,9597.70,9602.80,51.30,7.64
1253,9345.00,9602.35,9607.40,44.30,7.62
1254,9352.00,9607.45,9612.45,50.35,7.68
1255,9358.00,9612.00,9619.85,57.20,7.64
1256,9375.00,9638.50,9643.80,49.25,7.44
1257,9378.00,9643.30,9648.35,42.20,7.40
1258,9384.00,9646.40,9655.80,36.80,7.36
1259,9390.00,9652.55,9661.55,59.90,7.37
1260,9396.00,9659.50,9664.70,70.65,7.44
1261,9399.00,9664.85,9673.30,53.80,7.29
1262,9420.00,9682.75,9687.95,51.40,7.46
1263,9423.00,9686.60,9691.60,43.45,7.45
1264,9427.00,9691.85,9696.85,32.90,7.41
1265,9434.00,9695.25,9700.30,53.80,7.51
1266,9440.00,9701.15,9706.20,46.20,7.51
1267,9443.00,9708.35,9717.65,73.55,7.28
1268,9446.00,9729.85,9734.85,102.00,6.92
1269,9465.00,9735.80,9740.80,69.75,7.25
1270,9472.00,9742.85,9747.85,56.20,7.25
1271,9475.00,9746.10,9751.10,49.80,7.24
1272,9479.00,9749.50,9758.90,55.50,7.15
1273,9486.00,9754.10,9763.35,58.10,7.21
1274,9506.00,9760.80,9769.95,42.65,7.58
1275,9509.00,9776.50,9781.50,64.20,7.34
1276,9513.00,9780.40,9785.40,72.00,7.34
1277,9520.00,9784.10,9789.10,42.70,7.43
1278,9527.00,9788.95,9793.95,61.00,7.49
1279,9530.00,9792.75,9797.80,57.35,7.47
1280,9533.00,9797.55,9806.85,59.30,7.30
1281,9551.00,9802.60,9811.65,36.50,7.67
1282,9555.00,9809.20,9817.80,50.55,7.61
1283,9562.00,9816.50,9822.45,40.85,7.68
1284,9569.00,9832.35,9837.35,65.75,7.45
1285,9572.00,9838.75,9848.05,53.20,7.25
1286,9575.00,9844.55,9853.55,60.65,7.18
1287,9578.00,9856.95,9863.15,73.50,7.01
1288,9595.00,9862.10,9868.45,46.70,7.31
1289,9599.00,9866.25,9875.70,46.05,7.23
1290,9607.00,9870.55,9879.75,45.75,7.33
1291,9610.00,9878.45,9883.45,60.85,7.31
1292,9615.00,9883.30,9892.55,53.70,7.21
1293,9621.00,9889.40,9898.45,65.70,7.21
1294,9639.00,9902.95,9908.10,45.05,7.43
1295,9642.00,9908.25,9913.40,40.80,7.37
1296,9647.00,9911.45,9920.65,38.15,7.31
1297,9653.00,9918.35,9926.05,37.50,7.32
1298,9660.00,9924.50,9929.65,50.70,7.42
1299,9666.00,9945.25,9951.20,103.60,7.01
1300,9685.00,9950.30,9955.70,60.80,7.39
1301,9688.00,9953.75,9958.75,54.30,7.39
1302,9692.00,9957.45,9965.80,32.30,7.30
1303,9700.00,9964.25,9969.40,41.80,7.42
1304,9703.00,9967.45,9972.45,49.00,7.42
1305,9706.00,9971.95,9981.30,48.50,7.26
1306,9712.00,9989.40,9995.25,93.20,7.06
1307,9731.00,9994.65,10000.60,48.30,7.42
1308,9735.00,9999.55,10004.70,35.45,7.42
1309,9740.00,10005.20,10011.35,41.25,7.37
1310,9746.00,10009.80,10014.85,51.60,7.44
1311,9749.00,10013.30,10022.70,59.50,7.31
1312,9771.00,10017.35,10026.60,21.85,7.82
1313,9774.00,10021.95,10030.35,21.15,7.80
1314,9781.00,10033.35,10039.25,44.10,7.74
1315,9785.00,10037.70,10042.95,37.35,7.75
1316,9792.00,10042.10,10050.30,44.70,7.74
1317,9798.00,10050.80,10056.80,47.50,7.73
1318,9815.00,10055.15,10060.15,22.80,8.16
1319,9818.00,10059.50,10068.55,17.90,7.98
1320,9824.00,10076.95,10083.15,40.10,7.72
1321,9830.00,10081.40,10086.75,41.85,7.79
1322,9836.00,10088.35,10093.65,48.10,7.76
1323,9839.00,10095.20,10100.40,56.60,7.65
1324,9860.00,10098.55,10103.55,23.20,8.21
1325,9863.00,10103.35,10112.70,25.90,8.01
1326,9867.00,10107.85,10116.25,22.20,8.02
1327,9874.00,10124.10,10129.10,47.40,7.84
1328,9880.00,10128.65,10133.65,41.10,7.88
1329,9883.00,10135.45,10140.45,50.90,7.77
1330,9886.00,10141.15,10146.15,51.30,7.69
1331,9905.00,10144.85,10149.85,19.50,8.17
1332,9912.00,10148.65,10157.95,17.50,8.13
1333,9915.00,10153.60,10162.65,27.00,8.08
1334,9919.00,10172.15,10177.15,49.25,7.75
1335,9926.00,10178.20,10183.20,44.20,7.78
1336,9946.00,10182.05,10187.10,22.20,8.30
1337,9949.00,10185.30,10190.35,27.00,8.29
1338,9953.00,10189.95,10199.30,27.50,8.12
1339,9960.00,10194.30,10202.90,21.00,8.23
1340,9967.00,10201.20,10209.75,24.00,8.24
1341,9970.00,10209.20,10215.20,23.60,8.16
1342,9973.00,10222.30,10227.35,56.60,7.86
1343,9991.00,10227.65,10232.65,24.35,8.28
1344,9995.00,10231.05,10236.05,21.95,8.30
1345,10002.00,10235.90,10245.20,28.40,8.22
1346,10009.00,10240.70,10249.60,28.70,8.31
1347,10012.00,10246.95,10254.90,29.25,8.23
1348,10015.00,10253.55,10262.00,20.70,8.10
1349,10018.00,10269.20,10274.20,48.10,7.81
1350,10035.00,10274.75,10279.75,14.65,8.17
1351,10039.00,10278.55,10287.85,29.30,8.04
1352,10047.00,10283.90,10292.90,20.10,8.13
1353,10050.00,10296.95,10303.15,40.90,7.90
1354,10055.00,10302.10,10308.45,42.40,7.89
1355,10061.00,10306.00,10315.30,30.00,7.86
1356,10079.00,10312.30,10318.60,0.00,8.35
1357,10082.00,10317.15,10322.20,0.00,8.33
1358,10087.00,10320.65,10325.65,0.70,8.38
1359,10093.00,10324.00,10333.35,0.70,8.32
1360,10100.00,10329.65,10338.80,25.80,8.38
1361,10106.00,10341.35,10347.25,38.70,8.29
1362,10125.00,10349.55,10354.55,26.50,8.71
1363,10128.00,10353.90,10358.90,26.30,8.66
1364,10132.00,10360.80,10365.85,26.30,8.55
1365,10140.00,10364.45,10369.45,21.55,8.72
1366,10143.00,10369.15,10378.40,22.00,8.50
1367,10146.00,10374.05,10382.95,23.40,8.44
1368,10152.00,10386.00,10391.50,35.70,8.35
1369,10171.00,10390.05,10397.25,6.25,8.84
1370,10175.00,10400.05,10405.05,24.10,8.69
1371,10180.00,10406.00,10411.00,26.90,8.66
1372,10186.00,10409.35,10418.75,24.90,8.59
1373,10189.00,10429.35,10435.25,54.00,8.12
1374,10211.00,10434.60,10440.25,13.45,8.72
1375,10214.00,10438.05,10446.75,10.85,8.59
1376,10221.00,10445.20,10450.50,12.90,8.71
1377,10225.00,10448.80,10453.85,10.25,8.74
1378,10232.00,10453.00,10458.05,19.90,8.85
1379,10238.00,10473.30,10479.25,50.20,8.29
1380,10255.00,10480.20,10485.65,19.90,8.67
1381,10258.00,10484.70,10489.70,15.00,8.63
1382,10264.00,10488.60,10493.60,15.70,8.71
1383,10270.00,10495.10,10500.10,14.75,8.69
1384,10276.00,10498.50,10507.80,29.70,8.63
1385,10279.00,10517.95,10523.50,55.20,8.18
1386,10300.00,10521.75,10529.20,18.85,8.73
1387,10303.00,10528.40,10533.75,21.70,8.67
1388,10307.00,10532.90,10537.95,18.00,8.66
1389,10314.00,10537.35,10542.35,27.90,8.76
1390,10320.00,10540.70,10545.70,25.00,8.86
1391,10323.00,10544.85,10554.20,23.20,8.65
1392,10326.00,10550.15,10559.30,28.00,8.57
1393,10345.00,10561.65,10567.35,9.90,8.99
1394,10352.00,10568.80,10573.80,17.40,9.02
1395,10355.00,10575.95,10581.00,17.00,8.85
1396,10359.00,10581.30,10586.30,15.85,8.80
1397,10366.00,10587.45,10596.70,26.90,8.67
1398,10386.00,10605.40,10611.25,18.40,8.88
1399,10389.00,10608.50,10617.30,12.45,8.76
1400,10393.00,10615.45,10624.40,23.00,8.64
1401,10400.00,10622.45,10631.35,16.70,8.64
1402,10407.00,10628.80,10636.75,24.00,8.71
1403,10410.00,10649.95,10655.50,49.00,8.15
1404,10413.00,10654.85,10659.90,53.30,8.10
1405,10431.00,10657.95,10667.35,20.15,8.46
1406,10435.00,10665.25,10674.65,30.70,8.35
1407,10442.00,10671.05,10680.45,24.40,8.39
1408,10449.00,10675.95,10685.20,23.00,8.47
1409,10452.00,10692.95,10699.15,44.00,8.09
1410,10455.00,10698.95,10703.95,50.30,8.03
1411,10458.00,10702.00,10707.00,53.10,8.03
1412,10475.00,10709.35,10714.35,25.15,8.36
1413,10479.00,10712.75,10717.75,24.40,8.38
1414,10487.00,10717.50,10726.90,18.30,8.34
1415,10490.00,10721.70,10730.85,26.40,8.30
1416,10495.00,10736.95,10743.15,39.70,8.06
1417,10501.00,10741.50,10746.70,43.60,8.14
1418,10519.00,10747.85,10752.85,25.40,8.55
1419,10522.00,10751.25,10756.30,22.40,8.54
1420,10527.00,10757.55,10762.55,14.90,8.49
1421,10533.00,10763.80,10773.10,14.20,8.33
1422,10540.00,10781.30,10787.25,43.80,8.09
1423,10546.00,10786.55,10792.55,42.85,8.11
1424,10565.00,10790.95,10796.05,5.40,8.66
1425,10568.00,10795.25,10800.25,26.80,8.61
1426,10572.00,10798.45,10803.50,25.00,8.64
1427,10580.00,10803.45,10808.50,26.90,8.75
1428,10583.00,10808.90,10818.20,22.00,8.50
1429,10586.00,10813.75,10822.70,23.40,8.45
1430,10592.00,10825.50,10831.30,36.20,8.36
1431,10611.00,10830.80,10836.65,6.35,8.86
1432,10615.00,10835.80,10841.00,0.00,8.85
1433,10620.00,10840.75,10845.80,0.40,8.86
1434,10626.00,10844.90,10849.95,24.90,8.93
1435,10629.00,10851.35,10860.65,30.80,8.63
1436,10651.00,10869.40,10875.25,18.20,8.92
1437,10654.00,10874.55,10880.65,14.65,8.82
1438,10661.00,10879.30,10884.45,11.10,8.95
1439,10665.00,10885.45,10890.45,10.25,8.87
1440,10672.00,10888.60,10893.60,19.90,9.03
1441,10678.00,10896.00,10905.25,28.00,8.80
1442,10695.00,10902.65,10911.75,0.00,9.23
1443,10698.00,10913.05,10919.15,8.30,9.04
1444,10704.00,10918.35,10923.90,6.50,9.10
1445,10710.00,10921.45,10930.80,1.20,9.06
1446,10716.00,10934.00,10939.00,29.70,8.97
1447,10719.00,10937.15,10946.55,30.20,8.79
1448,10740.00,10957.40,10963.25,23.10,8.96
1449,10743.00,10962.65,10968.60,16.55,8.87
1450,10747.00,10966.85,10971.95,7.00,8.89
1451,10754.00,10972.95,10977.95,27.90,8.93
1452,10760.00,10976.30,10981.30,25.00,9.04
1453,10763.00,10980.35,10985.35,23.20,8.99
1454,10766.00,10985.55,10994.85,28.00,8.74
1455,10785.00,10990.65,10998.30,0.60,9.38
1456,10792.00,11001.05,11007.15,5.00,9.30
1457,10795.00,11011.45,11016.45,16.70,9.03
1458,10799.00,11017.20,11022.20,15.55,8.96
1459,10806.00,11022.90,11027.90,26.90,9.01
1460,10826.00,11029.80,11039.10,0.00,9.39
1461,10829.00,11035.35,11044.35,0.00,9.29
1462,10833.00,11040.95,11049.30,1.60,9.25
1463,10840.00,11047.65,11052.85,0.00,9.40
1464,10847.00,11062.95,11067.95,24.00,9.05
1465,10850.00,11068.40,11073.45,22.50,8.95
1466,10853.00,11071.80,11081.10,30.00,8.77
1467,10871.00,11077.35,11086.35,0.00,9.29
1468,10875.00,11082.95,11091.30,1.60,9.25
1469,10882.00,11090.75,11095.95,2.20,9.35
1470,10889.00,11097.15,11102.50,0.80,9.37
1471,10892.00,11107.05,11112.05,22.30,9.09
1472,10895.00,11112.20,11117.20,20.50,9.00
1473,10898.00,11115.75,11125.05,28.00,8.81
1474,10915.00,11121.25,11130.25,0.00,9.29
1475,10919.00,11134.55,11139.80,14.90,9.06
1476,10927.00,11139.35,11144.50,9.90,9.20
1477,10930.00,11142.35,11151.40,6.95,9.03
1478,10935.00,11152.50,11157.55,21.70,8.99
1479,10941.00,11160.05,11169.30,30.00,8.76
1480,10959.00,11166.60,11175.75,0.00,9.23
1481,10962.00,11171.70,11179.85,0.00,9.18
1482,10967.00,11179.35,11184.40,3.20,9.20
1483,10973.00,11184.80,11190.90,0.70,9.18
1484,10980.00,11198.00,11203.05,25.80,8.97
1485,10986.00,11202.10,11211.40,28.00,8.87
1486,11005.00,11221.30,11227.25,21.10,9.00
1487,11008.00,11226.35,11231.70,15.35,8.94
1488,11012.00,11229.65,11238.55,9.50,8.83
1489,11020.00,11235.85,11245.20,4.95,8.88
1490,11023.00,11241.05,11250.10,22.00,8.81
1491,11026.00,11246.70,11255.10,23.40,8.73
1492,11032.00,11267.90,11272.90,55.20,8.30
1493,11051.00,11272.35,11277.35,25.35,8.84
1494,11055.00,11278.65,11284.45,19.05,8.72
1495,11060.00,11283.00,11288.05,19.75,8.77
1496,11066.00,11289.35,11298.70,24.90,8.59
1497,11069.00,11309.20,11315.20,54.20,8.12
1498,11091.00,11315.70,11321.10,19.50,8.69
1499,11094.00,11319.85,11324.90,17.60,8.66
1500,11101.00,11324.05,11329.10,11.10,8.77
1501,11105.00,11327.65,11332.65,10.25,8.79
1502,11112.00,11333.00,11338.05,19.90,8.85
1503,11118.00,11353.30,11359.25,49.90,8.29
1504,11135.00,11358.30,11363.35,23.20,8.76
1505,11138.00,11362.85,11367.85,18.30,8.70
1506,11144.00,11367.35,11372.35,19.00,8.76
1507,11150.00,11373.70,11378.70,17.85,8.75
1508,11156.00,11378.50,11387.80,29.70,8.63
1509,11159.00,11398.00,11403.50,55.30,8.18
1510,11180.00,11401.15,11409.45,19.35,8.72
1511,11183.00,11409.55,11415.35,24.90,8.61
1512,11187.00,11414.40,11419.55,21.20,8.60
1513,11194.00,11421.45,11430.00,27.90,8.47
1514,11200.00,11442.70,11447.90,53.70,8.07
1515,11203.00,11446.00,11454.75,47.40,7.94
1516,11206.00,11453.00,11458.30,50.70,7.93
1517,11225.00,11457.20,11462.20,19.30,8.43
1518,11232.00,11463.35,11468.35,29.80,8.46
1519,11235.00,11469.45,11478.80,28.00,8.20
1520,11239.00,11473.80,11482.60,26.85,8.21
1521,11246.00,11491.25,11496.25,52.80,7.99
1522,11266.00,11498.25,11503.30,21.70,8.43
1523,11269.00,11503.30,11508.35,20.80,8.36
1524,11273.00,11510.75,11520.05,20.35,8.10
1525,11280.00,11517.70,11526.35,16.70,8.12
1526,11287.00,11534.65,11539.65,51.90,7.92
1527,11290.00,11541.00,11546.00,50.80,7.81
1528,11293.00,11547.10,11552.15,53.10,7.72
1529,11311.00,11552.30,11557.30,26.30,8.12
1530,11315.00,11557.80,11567.10,29.50,7.93
1531,11322.00,11563.75,11572.85,23.60,7.97
1532,11329.00,11580.50,11585.50,49.40,7.80
1533,11332.00,11584.35,11589.35,51.70,7.77
1534,11335.00,11591.25,11596.25,43.20,7.66
1535,11338.00,11596.40,11601.45,56.40,7.59
1536,11355.00,11617.15,11623.20,47.30,7.46
1537,11359.00,11622.35,11628.50,49.35,7.42
1538,11367.00,11626.70,11631.80,36.15,7.55
1539,11370.00,11631.80,11636.80,55.10,7.50
1540,11375.00,11638.90,11643.90,51.05,7.44
1541,11381.00,11643.95,11653.25,51.80,7.35
1542,11399.00,11649.25,11658.30,27.60,7.71
1543,11402.00,11656.20,11665.35,23.70,7.59
1544,11407.00,11675.60,11680.60,59.40,7.31
1545,11413.00,11680.55,11685.60,52.40,7.34
1546,11420.00,11687.10,11696.40,58.45,7.24
1547,11426.00,11691.70,11700.35,65.85,7.29
1548,11445.00,11708.20,11713.20,49.20,7.46
1549,11448.00,11712.65,11717.70,39.85,7.42
1550,11452.00,11716.10,11721.10,36.90,7.43
1551,11460.00,11720.95,11725.95,34.45,7.52
1552,11463.00,11726.40,11731.45,67.05,7.45
1553,11466.00,11732.10,11741.40,57.95,7.26
1554,11472.00,11736.65,11745.05,56.00,7.32
1555,11491.00,11749.55,11755.30,40.10,7.57
1556,11495.00,11754.75,11760.65,32.95,7.53
1557,11500.00,11759.25,11764.30,27.80,7.57
1558,11506.00,11762.55,11767.55,46.30,7.65
1559,11509.00,11766.15,11771.15,50.35,7.63
1560,11531.00,11776.75,11786.05,37.65,7.84
1561,11534.00,11793.25,11799.20,48.25,7.54
1562,11541.00,11798.75,11804.15,46.40,7.60
1563,11545.00,11802.00,11811.35,46.90,7.51
1564,11552.00,11808.00,11814.50,53.00,7.62
1565,11558.00,11813.15,11818.25,47.65,7.68
1566,11575.00,11818.85,11827.65,17.15,7.92
1567,11578.00,11838.20,11843.65,40.30,7.53
1568,11584.00,11843.85,11850.90,61.30,7.49
1569,11590.00,11851.35,11857.35,62.85,7.48
1570,11596.00,11855.55,11860.55,70.85,7.56
1571,11599.00,11861.20,11870.65,65.55,7.36
1572,11620.00,11865.80,11875.15,21.65,7.84
1573,11623.00,11883.85,11888.85,36.85,7.52
1574,11627.00,11886.90,11891.95,19.30,7.55
1575,11634.00,11893.85,11898.90,55.30,7.55
1576,11640.00,11898.30,11903.35,74.05,7.59
1577,11643.00,11905.80,11915.10,59.75,7.35
1578,11646.00,11912.00,11920.85,63.65,7.28
1579,11665.00,11930.50,11935.55,49.20,7.39
1580,11672.00,11934.55,11939.55,40.05,7.48
1581,11675.00,11938.50,11943.50,34.50,7.45
1582,11679.00,11941.95,11946.95,33.95,7.46
1583,11686.00,11947.75,11952.75,69.40,7.50
1584,11706.00,11952.00,11961.30,34.75,7.83
1585,11709.00,11957.50,11966.55,21.00,7.77
1586,11713.00,11969.00,11975.15,29.95,7.63
1587,11720.00,11972.55,11980.75,31.55,7.67
1588,11727.00,11983.05,11988.05,62.25,7.66
1589,11730.00,11990.45,11995.45,59.05,7.53
1590,11733.00,11995.40,12004.70,78.75,7.36
1591,11751.00,11999.95,12008.35,37.20,7.77
1592,11755.00,12013.35,12019.25,54.80,7.57
1593,11762.00,12016.50,12025.20,44.30,7.60
1594,11769.00,12028.15,12033.15,56.15,7.57
1595,11772.00,12032.00,12037.00,45.00,7.55
1596,11775.00,12038.35,12047.60,51.80,7.34
1597,11778.00,12043.05,12051.95,56.30,7.30
1598,11795.00,12050.00,12058.60,30.90,7.59
1599,11799.00,12057.80,12064.25,31.50,7.54
1600,11807.00,12064.15,12069.55,41.15,7.62
1601,11810.00,12076.75,12081.75,54.20,7.36
1602,11815.00,12082.45,12091.75,58.55,7.23
1603,11821.00,12101.15,12107.20,91.55,6.99
1604,11839.00,12106.25,12111.65,46.80,7.34
1605,11842.00,12110.00,12115.00,41.55,7.33
1606,11847.00,12113.05,12118.10,45.80,7.38
1607,11853.00,12119.85,12125.30,58.40,7.34
1608,11860.00,12124.60,12129.65,52.00,7.42
1609,11866.00,12130.80,12139.00,60.95,7.33
1610,11885.00,12148.45,12153.45,51.85,7.45
1611,11888.00,12152.90,12157.90,61.10,7.41
1612,11892.00,12159.05,12164.05,55.35,7.35
1613,11900.00,12162.30,12167.30,41.15,7.48
1614,11903.00,12169.30,12178.70,54.95,7.25
1615,11906.00,12189.35,12195.25,97.65,6.91
1616,11912.00,12193.40,12198.40,87.60,6.98
1617,11931.00,12197.05,12202.05,53.70,7.38
1618,11935.00,12203.60,12208.60,58.80,7.31
1619,11940.00,12207.00,12212.00,50.10,7.35
1620,11946.00,12211.85,12216.85,58.05,7.38
1621,11949.00,12217.95,12227.30,54.65,7.19
1622,11971.00,12222.90,12231.95,33.25,7.66
1623,11974.00,12240.15,12245.20,63.85,7.37
1624,11981.00,12244.65,12249.65,53.65,7.44
1625,11985.00,12248.45,12253.50,45.20,7.45
1626,11992.00,12255.60,12260.60,61.85,7.45
1627,11998.00,12259.75,12269.05,61.05,7.38
1628,12015.00,12277.35,12283.25,64.95,7.46
1629,12018.00,12282.35,12287.70,50.95,7.42
1630,12024.00,12286.80,12291.85,49.85,7.47
1631,12030.00,12290.10,12299.15,48.45,7.43
1632,12036.00,12297.50,12303.45,54.80,7.48
1633,12039.00,12321.35,12327.25,86.00,6.94
1634,12060.00,12326.60,12331.70,55.70,7.36
1635,12063.00,12329.75,12339.10,50.65,7.24
1636,12067.00,12336.50,12345.85,32.90,7.17
1637,12074.00,12341.50,12349.15,68.75,7.27
1638,12080.00,12365.30,12371.25,80.15,6.87
1639,12083.00,12371.55,12376.80,70.10,6.81
1640,12086.00,12376.50,12381.50,78.30,6.77
1641,12105.00,12380.30,12385.30,53.10,7.14
1642,12112.00,12384.10,12389.10,43.60,7.22
1643,12115.00,12392.25,12400.60,37.10,7.00
1644,12119.00,12411.60,12416.65,71.95,6.72
1645,12126.00,12417.60,12423.30,83.65,6.73
1646,12146.00,12422.10,12427.15,47.00,7.11
1647,12149.00,12427.60,12432.60,49.20,7.05
1648,12153.00,12431.70,12436.75,61.00,7.05
1649,12160.00,12435.55,12444.85,50.60,7.02
1650,12167.00,12440.05,12448.45,47.80,7.11
1651,12170.00,12454.75,12459.95,71.20,6.90
1652,12173.00,12459.90,12465.90,70.15,6.83
1653,12191.00,12464.20,12469.25,61.40,7.19
1654,12195.00,12470.05,12475.05,56.05,7.14
1655,12202.00,12476.55,12481.60,61.40,7.15
1656,12209.00,12480.10,12489.40,57.60,7.13
1657,12212.00,12484.70,12493.00,53.05,7.12
1658,12215.00,12497.30,12503.25,58.70,6.94
1659,12218.00,12500.45,12509.20,59.95,6.87
1660,12235.00,12513.50,12518.50,65.85,7.05
1661,12239.00,12520.40,12525.40,49.20,6.98
1662,12247.00,12525.35,12534.65,57.40,6.95
1663,12250.00,12541.30,12547.25,64.40,6.73
1664,12255.00,12546.60,12552.25,68.50,6.73
1665,12261.00,12550.90,12555.95,69.80,6.78
1666,12279.00,12558.85,12563.85,50.80,7.02
1667,12282.00,12563.45,12568.50,44.70,6.98
1668,12287.00,12568.50,12577.80,55.40,6.88
1669,12293.00,12585.30,12591.25,67.80,6.71
1670,12300.00,12589.95,12595.25,80.70,6.77
1671,12306.00,12593.20,12601.90,82.40,6.76
1672,12325.00,12599.75,12607.50,41.65,7.08
1673,12328.00,12608.40,12613.40,75.35,7.01
1674,12332.00,12612.95,12622.25,59.80,6.89
1675,12340.00,12629.25,12635.25,75.50,6.77
1676,12343.00,12634.55,12640.25,83.45,6.73
1677,12346.00,12639.80,12645.05,71.55,6.69
1678,12352.00,12643.90,12648.90,69.10,6.74
1679,12371.00,12655.00,12664.30,63.95,6.82
1680,12375.00,12659.50,12668.00,62.85,6.83
1681,12380.00,12673.85,12679.45,72.85,6.68
1682,12386.00,12678.60,12683.85,86.85,6.71
1683,12389.00,12682.85,12687.90,85.50,6.69
1684,12411.00,12686.00,12691.00,50.75,7.14
1685,12414.00,12689.75,12694.75,44.95,7.12
1686,12421.00,12716.95,12723.15,94.00,6.62
1687,12425.00,12722.15,12727.60,73.30,6.61
1688,12432.00,12725.45,12734.45,82.35,6.61
1689,12438.00,12731.90,12741.50,82.05,6.59
1690,12455.00,12736.35,12745.45,49.10,6.89
1691,12458.00,12742.85,12750.90,34.00,6.83
1692,12464.00,12749.25,12758.25,68.50,6.80
1693,12470.00,12761.30,12767.25,84.35,6.73
1694,12476.00,12766.55,12772.20,82.85,6.75
1695,12479.00,12771.00,12776.10,80.80,6.73
1696,12500.00,12776.80,12782.50,52.50,7.08
1697,12503.00,12782.75,12787.85,45.80,7.02
1698,12507.00,12806.30,12811.65,78.40,6.56
1699,12514.00,12811.00,12816.15,94.35,6.62
1700,12520.00,12814.60,12819.60,88.45,6.68
1701,12523.00,12820.40,12825.40,80.55,6.61
1702,12526.00,12823.55,12828.55,77.75,6.61
1703,12545.00,12827.65,12832.70,58.40,6.95
1704,12552.00,12831.55,12840.85,48.30,6.92
1705,12555.00,12836.00,12844.65,53.30,6.90
1706,12559.00,12849.40,12855.25,64.35,6.75
1707,12566.00,12854.60,12860.60,69.75,6.79
1708,12586.00,12858.35,12867.20,50.90,7.11
1709,12589.00,12865.00,12874.20,48.70,7.01
1710,12593.00,12871.75,12880.25,57.50,6.96
1711,12600.00,12893.55,12899.35,79.30,6.68
1712,12607.00,12898.20,12903.30,70.00,6.75
1713,12610.00,12903.55,12908.60,81.10,6.70
1714,12613.00,12908.85,12913.85,80.60,6.65
1715,12631.00,12915.05,12920.05,46.80,6.92
1716,12635.00,12919.45,12928.75,51.10,6.81
1717,12642.00,12924.05,12932.30,55.40,6.89
1718,12649.00,12937.10,12943.20,56.60,6.80
1719,12652.00,12945.70,12950.75,81.25,6.69
1720,12655.00,12952.55,12957.60,87.85,6.61
1721,12658.00,12957.00,12962.00,76.80,6.58
1722,12675.00,12960.40,12965.40,66.95,6.89
1723,12679.00,12981.30,12987.25,69.30,6.49
1724,12687.00,12984.50,12993.20,77.05,6.53
1725,12690.00,12992.95,12997.95,84.25,6.49
1726,12695.00,13000.30,13005.30,89.05,6.45
1727,12701.00,13006.00,13015.35,101.85,6.36
1728,12719.00,13010.50,13018.80,64.05,6.67
1729,12722.00,13024.95,13031.15,69.15,6.47
1730,12727.00,13028.35,13036.95,70.95,6.45
1731,12733.00,13039.25,13044.25,92.50,6.43
1732,12740.00,13044.20,13049.25,95.60,6.47
1733,12746.00,13051.45,13060.75,100.60,6.35
1734,12765.00,13069.35,13075.25,84.15,6.45
1735,12768.00,13080.05,13085.05,99.35,6.31
1736,12772.00,13083.20,13088.25,81.00,6.32
1737,12780.00,13087.00,13092.00,69.25,6.41
1738,12783.00,13091.40,13096.40,106.60,6.38
1739,12786.00,13097.45,13106.75,90.15,6.24
1740,12792.00,13102.30,13110.20,98.10,6.29
1741,12811.00,13113.15,13119.20,66.25,6.49
1742,12815.00,13116.40,13125.70,57.95,6.44
1743,12820.00,13131.40,13136.40,95.15,6.32
1744,12826.00,13135.80,13140.80,107.00,6.35
1745,12829.00,13140.85,13150.15,111.20,6.23
1746,12851.00,13146.35,13155.35,64.35,6.57
1747,12854.00,13157.80,13163.45,78.25,6.46
1748,12861.00,13162.95,13168.40,69.55,6.51
1749,12865.00,13166.40,13175.00,69.45,6.45
1750,12872.00,13174.10,13179.40,68.40,6.51
1751,12878.00,13182.90,13192.20,103.80,6.37
1752,12895.00,13201.10,13207.15,101.50,6.41
1753,12898.00,13207.25,13212.35,87.30,6.36
1754,12904.00,13211.15,13219.20,89.80,6.35
