, Maximo de coches calle maxima semaforo a la mitad    max_autos = 5000  longitud_total = 2000  posicion_semaforo = 1000.

ID,Entrada,Semaforo,Salida,Detenido,VelProm
# ESTADISTICAS_GENERALES
TiempoTotal,36720.85
VehiculosCreados,5000
VehiculosCompletados,5000
CiclosSemaforo,834
TiempoPromedio,245.27
VelocidadPromedio,8.29
TiempoDetenidoPromedio,32.85
Eficiencia,82.9
# DATOS_VEHICULOS
ID,Entrada,Semaforo,Salida,Detenido,VelProm
1282,9555.00,9740.70,9841.90,78.80,6.97
1283,9562.00,9745.00,9846.20,65.95,7.04
1284,9569.00,9749.30,9854.90,49.25,7.00
1285,9572.00,9769.30,9871.45,84.80,6.68
1286,9575.00,9776.15,9877.40,86.15,6.61
1287,9578.00,9780.65,9881.85,104.05,6.58
1288,9595.00,9783.70,9884.95,84.95,6.90
1289,9599.00,9790.40,9891.60,56.70,6.84
1290,9607.00,9793.95,9899.50,29.85,6.84
1291,9610.00,9798.50,9903.75,43.35,6.81
1292,9615.00,9803.80,9908.15,50.20,6.82
1293,9621.00,9822.20,9923.45,80.10,6.61
1294,9639.00,9826.30,9927.50,72.55,6.93
1295,9642.00,9830.10,9931.30,86.20,6.91
1296,9647.00,9834.25,9935.45,73.40,6.93
1297,9653.00,9838.85,9944.35,60.35,6.86
1298,9660.00,9857.40,9959.45,82.45,6.68
1299,9666.00,9860.50,9965.50,75.15,6.68
1300,9685.00,9869.20,9970.40,64.00,7.01
1301,9688.00,9873.20,9974.45,77.50,6.98
1302,9692.00,9877.75,9979.00,80.20,6.97
1303,9700.00,9884.30,9989.80,56.25,6.90
1304,9703.00,9901.75,10003.60,73.15,6.65
1305,9706.00,9905.10,10009.40,65.60,6.59
1306,9712.00,9913.05,10014.25,83.20,6.62
1307,9731.00,9917.50,10018.70,75.45,6.95
1308,9735.00,9922.35,10023.55,68.00,6.93
1309,9740.00,9929.15,10034.65,58.90,6.79
1310,9746.00,9945.00,10047.35,83.45,6.64
1311,9749.00,9950.05,10051.40,88.40,6.61
1312,9771.00,9955.80,10057.65,32.30,6.98
1313,9774.00,9962.75,10064.60,51.90,6.88
1314,9781.00,9968.70,10070.10,43.50,6.92
1315,9785.00,9990.85,10092.25,98.85,6.51
1316,9793.00,9995.40,10096.65,85.40,6.59
1317,9798.00,9998.90,10100.15,92.20,6.62
1318,9816.00,10005.45,10107.00,59.00,6.87
1319,9824.00,10009.35,10114.35,73.00,6.89
1320,9827.00,10033.35,10135.45,80.85,6.48
1321,9834.00,10037.40,10138.65,94.85,6.56
1322,9839.00,10040.85,10142.10,86.95,6.60
1323,9860.00,10047.50,10148.75,64.35,6.93
1324,9863.00,10050.55,10151.75,69.55,6.93
1325,9869.00,10055.50,10156.70,55.15,6.95
1326,9875.00,10059.40,10164.90,59.55,6.90
1327,9878.00,10065.70,10171.05,57.15,6.82
1328,9881.00,10082.15,10183.35,87.40,6.61
1329,9901.00,10086.35,10187.60,57.30,6.98
1330,9908.00,10093.45,10194.65,73.70,6.98
1331,9911.00,10100.00,10201.20,68.55,6.89
1332,9917.00,10104.60,10210.10,75.75,6.82
1333,9923.00,10109.65,10214.95,76.15,6.85
1334,9926.00,10120.95,10223.35,83.25,6.73
1335,9945.00,10130.50,10231.70,57.55,6.98
1336,9951.00,10134.35,10235.55,61.35,7.03
1337,9956.00,10141.25,10242.45,76.30,6.98
1338,9962.00,10145.80,10251.35,57.85,6.91
1339,9966.00,10165.30,10267.45,87.60,6.63
1340,9972.00,10170.60,10272.35,87.55,6.66
1341,9992.00,10174.10,10279.75,41.30,6.95
1342,9996.00,10180.65,10286.25,49.00,6.89
1343,10003.00,10186.30,10291.85,51.20,6.92
1344,10009.00,10193.25,10298.75,58.15,6.90
1345,10012.00,10198.30,10302.20,71.25,6.89
1346,10016.00,10210.60,10312.10,85.80,6.75
1347,10037.00,10213.80,10319.15,50.25,7.09
1348,10040.00,10220.00,10324.35,33.05,7.03
1349,10047.00,10228.20,10329.45,79.90,7.08
1350,10050.00,10231.95,10333.15,73.10,7.06
1351,10054.00,10236.10,10341.60,69.60,6.95
1352,10062.00,10240.75,10345.75,71.85,7.05
1353,10079.00,10247.65,10351.55,47.95,7.34
1354,10082.00,10254.60,10356.10,44.10,7.30
1355,10088.00,10261.10,10362.40,53.30,7.29
1356,10096.00,10266.45,10367.65,51.60,7.36
1357,10100.00,10278.80,10384.30,81.00,7.03
1358,10106.00,10284.40,10389.60,72.75,7.05
1359,10128.00,10299.05,10400.40,47.45,7.34
1360,10134.00,10304.05,10405.30,53.20,7.37
1361,10141.00,10307.45,10408.70,50.80,7.47
1362,10144.00,10313.90,10415.90,41.10,7.36
1363,10150.00,10319.70,10421.00,55.50,7.38
1364,10167.00,10341.35,10443.45,78.20,7.23
1365,10171.00,10346.40,10448.00,68.40,7.22
1366,10179.00,10349.55,10455.05,47.25,7.25
1367,10182.00,10356.45,10458.90,39.10,7.22
1368,10187.00,10360.75,10461.95,29.35,7.27
1369,10193.00,10385.35,10487.45,84.60,6.79
1370,10211.00,10390.85,10492.55,74.90,7.10
1371,10214.00,10394.65,10495.90,67.60,7.09
1372,10219.00,10399.35,10500.55,63.95,7.10
1373,10225.00,10402.70,10503.95,57.05,7.17
1374,10232.00,10407.65,10508.90,62.45,7.22
1375,10238.00,10429.40,10531.45,84.90,6.82
1376,10257.00,10435.00,10536.75,55.95,7.15
1377,10260.00,10441.05,10542.40,67.50,7.08
1378,10264.00,10444.55,10545.75,55.30,7.10
1379,10272.00,10448.75,10549.95,69.45,7.20
1380,10275.00,10454.40,10559.90,49.00,7.02
1381,10278.00,10459.20,10563.60,48.75,7.00
1382,10284.00,10477.90,10579.10,65.70,6.78
1383,10303.00,10483.90,10585.15,40.95,7.09
1384,10307.00,10487.25,10588.45,47.00,7.11
1385,10312.00,10494.30,10595.50,45.80,7.05
1386,10318.00,10499.30,10604.80,73.85,6.97
1387,10321.00,10505.35,10610.65,68.65,6.90
1388,10343.00,10510.90,10615.75,29.75,7.33
1389,10346.00,10526.45,10627.65,51.05,7.10
1390,10353.00,10529.55,10630.80,48.75,7.20
1391,10357.00,10534.30,10635.50,67.45,7.18
1392,10364.00,10537.60,10638.80,77.00,7.28
1393,10370.00,10540.65,10641.85,63.95,7.36
1394,10387.00,10544.80,10650.30,35.40,7.60
1395,10390.00,10550.30,10655.50,38.75,7.53
1396,10396.00,10557.10,10662.15,32.90,7.51
1397,10402.00,10563.85,10666.40,23.75,7.56
1398,10408.00,10577.05,10678.30,70.90,7.40
1399,10411.00,10583.45,10684.70,68.20,7.31
1400,10432.00,10587.60,10693.05,34.10,7.66
1401,10435.00,10592.50,10696.50,39.45,7.65
1402,10439.00,10606.55,10708.05,53.15,7.43
1403,10446.00,10611.85,10713.75,35.15,7.47
1404,10452.00,10620.30,10721.50,52.45,7.42
1405,10455.00,10627.00,10728.20,56.70,7.32
1406,10458.00,10635.20,10738.65,58.75,7.13
1407,10477.00,10649.80,10751.65,38.20,7.28
1408,10484.00,10655.90,10757.20,41.90,7.32
1409,10487.00,10659.95,10761.15,43.85,7.30
1410,10491.00,10665.75,10766.95,50.80,7.25
1411,10498.00,10669.60,10770.80,77.70,7.33
1412,10518.00,10675.05,10780.55,32.95,7.62
1413,10521.00,10681.65,10786.95,23.50,7.52
1414,10525.00,10694.90,10796.25,42.00,7.37
1415,10532.00,10698.90,10800.15,34.80,7.46
1416,10539.00,10704.40,10805.60,55.30,7.50
1417,10542.00,10710.80,10812.05,50.60,7.41
1418,10545.00,10715.45,10816.65,51.10,7.36
1419,10563.00,10718.85,10824.35,19.95,7.65
1420,10567.00,10737.40,10839.45,72.25,7.34
1421,10574.00,10742.30,10843.85,55.15,7.41
1422,10581.00,10747.30,10848.60,39.75,7.47
1423,10584.00,10751.55,10852.75,57.25,7.44
1424,10587.00,10756.80,10858.00,53.95,7.38
1425,10590.00,10762.50,10867.90,59.70,7.20
1426,10607.00,10767.55,10871.95,25.60,7.55
1427,10611.00,10781.95,10883.70,67.20,7.33
1428,10619.00,10787.20,10889.00,46.90,7.41
1429,10622.00,10792.35,10893.70,45.05,7.36
1430,10627.00,10796.70,10897.90,45.30,7.38
1431,10633.00,10800.90,10902.10,57.80,7.43
1432,10651.00,10804.75,10905.95,28.50,7.84
1433,10654.00,10825.30,10927.45,63.30,7.31
1434,10659.00,10828.85,10933.15,47.95,7.30
1435,10665.00,10834.65,10939.60,50.20,7.28
1436,10672.00,10841.15,10946.60,46.10,7.28
1437,10678.00,10847.45,10952.25,56.50,7.29
1438,10697.00,10869.30,10971.45,61.30,7.29
1439,10700.00,10874.50,10976.75,59.35,7.23
1440,10704.00,10878.35,10984.00,59.15,7.14
1441,10712.00,10884.35,10990.10,43.45,7.19
1442,10715.00,10890.40,10995.15,47.10,7.14
1443,10718.00,10913.35,11015.45,77.90,6.72
1444,10724.00,10919.35,11020.70,77.60,6.74
1445,10743.00,10924.55,11025.75,44.80,7.07
1446,10747.00,10927.60,11028.80,56.25,7.10
1447,10752.00,10933.70,11034.90,56.75,7.07
1448,10758.00,10938.10,11043.65,60.85,7.00
1449,10761.00,10958.25,11059.85,90.95,6.69
1450,10783.00,10963.25,11067.15,49.65,7.04
1451,10786.00,10970.25,11071.60,46.10,7.00
1452,10793.00,10976.65,11078.00,42.00,7.02
1453,10797.00,10979.85,11085.40,60.95,6.93
1454,10804.00,11001.30,11103.45,71.55,6.68
1455,10810.00,11004.75,11110.10,67.40,6.66
1456,10827.00,11012.65,11115.30,49.40,6.94
1457,10830.00,11016.90,11122.30,40.40,6.84
1458,10836.00,11023.85,11125.60,49.90,6.91
1459,10842.00,11046.40,11147.95,78.80,6.54
1460,10848.00,11049.65,11155.20,81.25,6.51
1461,10851.00,11054.60,11159.40,88.25,6.49
1462,10872.00,11062.30,11163.80,58.55,6.85
1463,10875.00,11066.75,11167.95,56.25,6.83
1464,10879.00,11070.50,11176.05,45.30,6.73
1465,10886.00,11075.00,11179.50,51.30,6.81
1466,10892.00,11089.45,11191.50,73.25,6.68
1467,10895.00,11097.20,11198.45,88.45,6.59
1468,10898.00,11103.45,11204.70,93.65,6.52
1469,10917.00,11109.20,11210.40,53.15,6.82
1470,10924.00,11112.35,11213.60,60.90,6.91
1471,10927.00,11116.20,11221.70,54.30,6.79
1472,10931.00,11121.55,11226.70,64.80,6.76
1473,10938.00,11135.60,11236.85,84.95,6.69
1474,10958.00,11140.95,11242.15,41.10,7.04
1475,10961.00,11144.35,11245.55,43.00,7.03
1476,10965.00,11150.90,11252.10,59.25,6.97
1477,10972.00,11157.80,11263.35,53.65,6.86
1478,10979.00,11177.30,11279.45,96.35,6.66
1479,10982.00,11182.35,11283.90,82.60,6.62
1480,10985.00,11186.95,11288.20,76.60,6.60
1481,11003.00,11190.95,11292.15,43.10,6.92
1482,11007.00,11194.50,11295.70,38.55,6.93
1483,11014.00,11200.25,11301.45,61.60,6.96
1484,11021.00,11221.25,11323.45,87.55,6.61
1485,11024.00,11225.65,11327.05,91.70,6.60
1486,11027.00,11228.90,11334.05,88.70,6.51
1487,11030.00,11236.60,11338.30,80.55,6.49
1488,11047.00,11242.40,11344.25,52.90,6.73
1489,11051.00,11247.00,11352.50,60.60,6.63
1490,11059.00,11251.65,11356.05,61.40,6.73
1491,11062.00,11265.25,11367.45,83.20,6.55
1492,11067.00,11270.50,11372.75,100.05,6.54
1493,11073.00,11275.25,11376.55,102.25,6.59
1494,11091.00,11279.30,11380.50,60.70,6.91
1495,11094.00,11293.70,11399.20,90.20,6.55
1496,11099.00,11309.95,11411.70,82.55,6.40
1497,11105.00,11314.75,11416.15,95.30,6.43
1498,11112.00,11319.80,11421.05,93.60,6.47
1499,11118.00,11323.05,11424.25,112.15,6.53
1500,11137.00,11328.10,11429.30,72.85,6.84
1501,11140.00,11331.65,11432.85,70.45,6.83
1502,11144.00,11336.80,11442.35,51.60,6.70
1503,11152.00,11341.25,11445.85,49.15,6.81
1504,11155.00,11353.50,11455.50,95.40,6.66
1505,11158.00,11357.35,11458.80,89.95,6.65
1506,11164.00,11361.45,11462.70,73.20,6.70
1507,11183.00,11366.35,11467.55,55.50,7.03
1508,11187.00,11369.70,11470.90,61.10,7.04
1509,11192.00,11376.50,11477.70,56.85,7.00
1510,11198.00,11380.40,11485.95,58.45,6.95
1511,11201.00,11397.35,11499.45,90.45,6.70
1512,11223.00,11401.15,11506.85,42.30,7.05
1513,11226.00,11407.90,11513.60,59.00,6.95
1514,11233.00,11412.10,11517.75,58.75,7.02
1515,11237.00,11417.40,11522.75,66.15,7.00
1516,11244.00,11424.45,11528.55,49.15,7.03
1517,11250.00,11441.15,11543.40,67.20,6.82
1518,11267.00,11446.50,11548.05,51.00,7.12
1519,11270.00,11450.30,11551.50,38.80,7.10
1520,11276.00,11456.10,11557.30,51.40,7.11
1521,11282.00,11459.40,11560.60,51.60,7.18
1522,11288.00,11462.40,11563.60,62.55,7.26
1523,11291.00,11467.55,11573.10,61.20,7.09
1524,11312.00,11488.10,11589.30,53.00,7.21
1525,11315.00,11495.35,11596.55,43.60,7.10
1526,11319.00,11502.60,11603.80,55.10,7.02
1527,11326.00,11506.65,11607.85,46.40,7.10
1528,11332.00,11512.40,11617.95,75.25,6.99
1529,11335.00,11532.30,11633.50,95.35,6.70
1530,11338.00,11535.75,11636.95,90.85,6.69
1531,11357.00,11540.70,11641.90,67.60,7.02
1532,11364.00,11544.25,11645.45,61.75,7.11
1533,11367.00,11550.00,11651.20,65.90,7.04
1534,11371.00,11553.15,11658.75,69.40,6.95
1535,11378.00,11558.40,11662.45,78.95,7.03
1536,11398.00,11573.30,11675.45,54.75,7.21
1537,11401.00,11582.90,11684.15,75.35,7.06
1538,11405.00,11589.80,11691.00,64.75,6.99
1539,11412.00,11594.20,11695.40,69.40,7.06
1540,11419.00,11601.10,11706.60,69.45,6.95
1541,11422.00,11606.30,11710.00,58.90,6.94
1542,11425.00,11618.30,11719.85,71.80,6.78
1543,11443.00,11623.35,11725.60,51.75,7.08
1544,11447.00,11631.00,11732.20,66.25,7.01
1545,11454.00,11634.95,11736.15,64.30,7.09
1546,11461.00,11639.65,11740.85,43.40,7.15
1547,11464.00,11642.80,11748.30,76.00,7.03
1548,11467.00,11647.45,11751.95,65.25,7.02
1549,11470.00,11654.50,11758.80,76.20,6.93
1550,11487.00,11675.45,11776.70,77.10,6.90
1551,11491.00,11681.20,11782.40,69.70,6.86
1552,11499.00,11685.30,11790.90,56.75,6.85
1553,11502.00,11705.40,11807.45,83.90,6.55
1554,11507.00,11710.40,11811.95,81.85,6.56
1555,11513.00,11713.50,11818.75,80.05,6.54
1556,11531.00,11720.10,11821.80,61.10,6.88
1557,11534.00,11723.65,11824.85,62.10,6.88
1558,11539.00,11729.25,11834.85,70.85,6.76
1559,11545.00,11733.65,11839.15,63.90,6.80
1560,11552.00,11739.55,11844.80,68.25,6.83
1561,11558.00,11746.55,11851.80,73.90,6.81
1562,11577.00,11753.55,11859.05,45.30,7.09
1563,11580.00,11770.90,11872.10,86.00,6.85
1564,11584.00,11777.85,11883.35,76.40,6.68
1565,11592.00,11793.30,11895.45,86.15,6.59
1566,11595.00,11798.30,11899.90,78.05,6.56
1567,11598.00,11801.60,11907.15,74.50,6.47
1568,11604.00,11807.45,11913.95,70.70,6.45
1569,11623.00,11818.40,11923.90,77.40,6.65
1570,11627.00,11837.30,11939.45,102.10,6.40
1571,11632.00,11842.35,11943.95,83.05,6.41
1572,11638.00,11846.70,11947.90,77.40,6.45
1573,11644.00,11850.70,11955.00,67.75,6.43
1574,11665.00,11856.40,11961.90,38.00,6.74
1575,11672.00,11863.25,11968.75,68.90,6.74
1576,11677.00,11881.30,11983.45,95.50,6.53
1577,11684.00,11886.50,11988.75,84.35,6.56
1578,11690.00,11891.25,11992.60,86.10,6.61
1579,11711.00,11896.85,11998.20,48.65,6.96
1580,11718.00,11907.25,12012.75,62.35,6.79
1581,11725.00,11913.50,12018.80,73.30,6.81
1582,11731.00,11925.30,12027.45,89.80,6.75
1583,11752.00,11930.55,12032.75,45.25,7.12
1584,11757.00,11934.45,12040.10,46.30,7.06
1585,11764.00,11939.00,12044.45,49.30,7.13
1586,11770.00,11950.95,12056.45,69.90,6.98
1587,11776.00,11955.55,12060.65,74.70,7.03
1588,11798.00,11969.65,12071.55,61.60,7.31
1589,11804.00,11974.55,12076.05,46.25,7.35
1590,11810.00,11980.05,12081.45,44.65,7.37
1591,11813.00,11983.30,12088.70,60.20,7.25
1592,11817.00,11990.10,12095.95,50.30,7.17
1593,11838.00,11994.05,12102.95,31.30,7.55
1594,11843.00,12014.30,12115.85,51.10,7.33
1595,11851.00,12019.00,12120.35,58.65,7.43
1596,11854.00,12022.60,12123.80,46.85,7.41
1597,11858.00,12028.90,12131.05,50.20,7.32
1598,11865.00,12032.80,12138.30,58.60,7.32
1599,11885.00,12056.95,12159.35,54.00,7.29
1600,11888.00,12062.70,12165.00,46.30,7.22
1601,11893.00,12066.90,12168.15,53.40,7.27
1602,11899.00,12073.25,12174.90,42.15,7.25
1603,11903.00,12077.55,12178.80,68.65,7.25
1604,11909.00,12083.45,12188.70,51.10,7.15
1605,11930.00,12102.50,12204.00,52.90,7.30
1606,11933.00,12105.70,12211.30,39.20,7.19
1607,11937.00,12112.75,12218.30,57.50,7.11
1608,11944.00,12117.80,12222.85,51.00,7.17
1609,11951.00,12124.60,12230.05,59.10,7.17
1610,11971.00,12131.10,12235.70,34.35,7.56
1611,11975.00,12146.90,12248.25,51.05,7.32
1612,11983.00,12151.35,12252.55,58.75,7.42
1613,11988.00,12154.50,12255.75,50.65,7.47
1614,11997.00,12161.30,12262.55,58.10,7.53
1615,12017.00,12165.00,12266.20,25.00,8.03
1616,12023.00,12172.50,12278.00,25.80,7.84
1617,12030.00,12176.90,12281.95,28.10,7.94
1618,12037.00,12183.40,12287.55,33.45,7.98
1619,12040.00,12199.90,12301.10,59.95,7.66
1620,12058.00,12203.45,12304.65,28.95,8.11
1621,12065.00,12206.70,12307.90,23.00,8.23
1622,12068.00,12211.55,12312.80,31.30,8.17
1623,12071.00,12216.10,12321.60,39.85,7.98
1624,12078.00,12233.35,12335.45,54.60,7.77
1625,12082.00,12236.50,12341.40,50.20,7.71
1626,12102.00,12247.85,12349.05,37.15,8.10
1627,12105.00,12253.85,12355.05,30.90,8.00
1628,12111.00,12259.35,12364.85,28.30,7.88
1629,12117.00,12277.30,12379.45,45.00,7.62
1630,12124.00,12282.05,12383.50,55.85,7.71
1631,12130.00,12285.15,12390.60,51.75,7.67
1632,12149.00,12290.05,12394.30,19.80,8.15
1633,12152.00,12296.70,12397.95,37.25,8.13
1634,12157.00,12301.15,12406.75,34.25,8.01
1635,12163.00,12321.25,12423.45,56.85,7.68
1636,12168.00,12325.95,12427.45,57.55,7.71
1637,12175.00,12329.25,12434.25,56.65,7.71
1638,12191.00,12337.60,12439.20,19.65,8.06
1639,12194.00,12342.25,12443.45,18.50,8.02
1640,12197.00,12345.90,12451.45,17.45,7.86
1641,12201.00,12365.35,12467.45,49.25,7.51
1642,12208.00,12369.70,12470.95,76.60,7.61
1643,12215.00,12375.40,12476.60,72.50,7.65
1644,12233.00,12382.00,12483.25,39.05,7.99
1645,12238.00,12386.60,12487.80,32.45,8.01
1646,12244.00,12392.40,12497.90,18.90,7.88
1647,12250.00,12398.25,12503.60,15.05,7.89
1648,12253.00,12409.60,12511.55,66.70,7.74
1649,12256.00,12418.40,12519.60,78.95,7.59
1650,12259.00,12425.50,12526.70,63.60,7.47
1651,12263.00,12430.45,12531.70,73.40,7.44
1652,12284.00,12435.70,12541.20,42.55,7.78
1653,12289.00,12442.05,12547.40,37.80,7.74
1654,12295.00,12452.95,12555.35,34.50,7.68
1655,12298.00,12465.15,12566.40,81.70,7.45
1656,12305.00,12472.25,12573.45,76.60,7.45
1657,12325.00,12479.10,12584.55,37.55,7.71
1658,12328.00,12483.60,12588.45,40.55,7.68
1659,12332.00,12497.90,12599.65,36.15,7.47
1660,12340.00,12503.15,12605.00,31.40,7.55
1661,12343.00,12507.15,12608.35,36.90,7.54
1662,12346.00,12511.00,12612.20,77.20,7.51
1663,12366.00,12514.95,12616.15,49.55,8.00
1664,12369.00,12522.45,12627.95,39.15,7.72
1665,12373.00,12528.55,12633.75,37.50,7.67
1666,12381.00,12542.70,12644.15,48.00,7.60
1667,12384.00,12546.55,12647.75,64.05,7.58
1668,12387.00,12552.10,12653.30,55.65,7.51
1669,12394.00,12556.15,12657.35,43.45,7.59
1670,12414.00,12562.65,12663.90,25.60,8.00
1671,12421.00,12568.60,12674.05,26.15,7.90
1672,12424.00,12573.90,12679.05,36.80,7.84
1673,12431.00,12579.40,12683.70,34.50,7.91
1674,12434.00,12588.00,12690.20,39.20,7.81
1675,12454.00,12593.20,12694.70,8.85,8.31
1676,12457.00,12607.65,12708.90,30.65,7.94
1677,12461.00,12611.40,12716.90,34.55,7.82
1678,12468.00,12615.90,12720.90,43.20,7.91
1679,12474.00,12630.65,12732.10,57.15,7.75
1680,12479.00,12635.80,12737.00,63.65,7.75
1681,12499.00,12639.60,12744.20,22.95,8.16
1682,12502.00,12646.75,12748.20,8.95,8.12
1683,12505.00,12652.20,12753.45,7.75,8.05
1684,12508.00,12655.75,12761.30,1.30,7.90
1685,12515.00,12660.45,12765.70,30.10,7.98
1686,12522.00,12678.90,12780.15,79.50,7.75
1687,12542.00,12682.85,12784.05,42.45,8.26
1688,12548.00,12688.45,12789.70,26.15,8.27
1689,12551.00,12692.25,12793.45,18.05,8.25
1690,12556.00,12699.45,12804.95,15.15,8.03
1691,12563.00,12704.00,12808.55,24.00,8.14
1692,12566.00,12717.60,12819.55,35.80,7.89
1693,12569.00,12724.60,12825.80,78.60,7.79
1694,12587.00,12728.50,12829.70,42.05,8.24
1695,12591.00,12733.40,12834.65,35.40,8.21
1696,12598.00,12738.10,12839.30,28.80,8.29
1697,12605.00,12742.10,12847.60,8.40,8.24
1698,12608.00,12746.75,12851.85,22.30,8.20
1699,12611.00,12753.40,12858.20,23.00,8.09
1700,12614.00,12770.35,12871.55,49.40,7.77
1701,12631.00,12777.75,12879.00,20.80,8.06
1702,12635.00,12781.55,12882.80,48.00,8.07
1703,12643.00,12785.00,12886.20,39.50,8.22
1704,12646.00,12790.55,12894.50,23.85,8.05
1705,12651.00,12805.50,12907.50,45.95,7.80
1706,12657.00,12813.25,12914.45,53.65,7.77
1707,12675.00,12818.20,12919.40,19.10,8.18
1708,12678.00,12825.40,12926.60,39.15,8.05
1709,12683.00,12829.80,12935.35,33.70,7.93
1710,12689.00,12834.00,12939.10,22.50,8.00
1711,12696.00,12840.80,12945.70,26.10,8.01
1712,12702.00,12858.95,12960.15,55.40,7.75
1713,12721.00,12863.40,12964.65,41.75,8.21
1714,12724.00,12870.65,12971.85,29.80,8.07
1715,12728.00,12878.00,12983.55,23.80,7.83
1716,12736.00,12882.40,12987.10,23.70,7.96
1717,12739.00,12893.90,12995.65,31.00,7.79
1718,12742.00,12903.30,13004.55,50.60,7.62
1719,12748.00,12907.65,13008.85,48.60,7.67
1720,12767.00,12912.75,13013.95,34.95,8.10
1721,12771.00,12916.85,13018.10,18.30,8.09
1722,12776.00,12922.00,13027.50,19.10,7.95
1723,12782.00,12938.05,13039.75,43.10,7.76
1724,12785.00,12943.80,13045.85,44.60,7.67
1725,12807.00,12948.05,13049.30,12.55,8.25
1726,12810.00,12951.40,13052.60,9.60,8.24
1727,12817.00,12957.15,13058.40,26.70,8.29
1728,12821.00,12963.90,13069.05,32.40,8.06
1729,12828.00,12981.50,13083.50,43.15,7.83
1730,12834.00,12984.70,13089.90,42.70,7.82
1731,12851.00,12990.40,13094.25,28.00,8.22
1732,12854.00,12998.65,13100.45,23.90,8.12
1733,12860.00,13002.60,13103.80,24.40,8.20
1734,12866.00,13006.55,13112.05,19.60,8.13
1735,12872.00,13011.60,13116.05,29.70,8.20
1736,12875.00,13027.35,13128.60,48.30,7.89
1737,12896.00,13033.65,13134.90,17.10,8.37
1738,12899.00,13038.10,13139.35,23.20,8.32
1739,12903.00,13041.65,13142.85,19.40,8.34
1740,12910.00,13048.25,13149.45,17.40,8.35
1741,12916.00,13051.65,13157.15,29.20,8.29
1742,12919.00,13057.50,13162.85,26.00,8.20
1743,12922.00,13062.65,13166.80,28.00,8.17
1744,12941.00,13079.30,13180.55,27.80,8.35
1745,12948.00,13082.85,13184.05,23.60,8.47
1746,12951.00,13087.95,13189.15,21.40,8.40
1747,12955.00,13092.10,13193.30,30.90,8.39
1748,12962.00,13096.60,13202.10,29.85,8.33
1749,12982.00,13101.55,13205.50,0.00,8.95
1750,12985.00,13114.05,13215.75,9.40,8.67
1751,12989.00,13119.25,13220.80,8.40,8.63
1752,12996.00,13122.55,13228.15,2.90,8.62
1753,13003.00,13127.55,13232.65,24.00,8.71
1754,13006.00,13136.10,13238.05,22.50,8.62
1755,13009.00,13141.45,13245.25,30.00,8.47
1756,13027.00,13159.00,13260.35,20.00,8.57
1757,13031.00,13162.30,13263.55,26.70,8.60
1758,13038.00,13169.70,13270.90,20.60,8.59
1759,13045.00,13176.20,13277.45,29.50,8.60
1760,13048.00,13179.80,13281.05,22.30,8.58
1761,13051.00,13184.90,13290.40,20.50,8.35
1762,13054.00,13189.60,13293.80,28.00,8.34
1763,13071.00,13201.90,13303.65,9.90,8.60
1764,13075.00,13210.95,13312.15,31.00,8.43
1765,13083.00,13216.35,13317.55,21.90,8.53
1766,13086.00,13220.80,13322.00,19.70,8.47
1767,13091.00,13223.90,13325.15,27.05,8.54
1768,13097.00,13245.30,13347.45,55.10,7.99
1769,13115.00,13250.30,13351.90,21.85,8.44
1770,13118.00,13253.45,13358.70,18.25,8.31
1771,13123.00,13260.75,13362.80,19.85,8.34
1772,13129.00,13264.95,13366.15,30.00,8.43
1773,13136.00,13270.25,13375.50,29.45,8.35
1774,13142.00,13289.30,13391.45,51.20,8.02
1775,13161.00,13293.45,13398.85,23.70,8.41
1776,13164.00,13298.85,13403.25,20.30,8.36
1777,13168.00,13306.60,13408.10,14.10,8.33
1778,13176.00,13310.60,13411.80,11.75,8.48
1779,13179.00,13333.35,13435.45,49.90,7.80
1780,13182.00,13340.10,13441.90,53.80,7.70
1781,13188.00,13346.20,13447.70,47.00,7.70
1782,13207.00,13349.60,13454.95,30.90,8.07
1783,13211.00,13356.45,13461.30,23.60,7.99
1784,13216.00,13377.35,13479.45,47.20,7.59
1785,13222.00,13380.80,13486.25,44.50,7.57
1786,13225.00,13387.45,13492.10,57.00,7.49
1787,13247.00,13393.65,13498.75,21.00,7.94
1788,13250.00,13400.55,13505.10,30.00,7.84
1789,13257.00,13421.90,13523.65,50.80,7.50
1790,13261.00,13425.25,13530.80,45.50,7.41
1791,13268.00,13431.70,13536.85,50.00,7.44
1792,13274.00,13440.15,13542.15,46.70,7.46
1793,13291.00,13444.00,13545.20,25.10,7.87
1794,13294.00,13447.55,13553.10,21.30,7.72
1795,13300.00,13453.00,13558.30,31.40,7.74
1796,13306.00,13465.50,13567.50,42.50,7.65
1797,13312.00,13473.05,13574.30,59.05,7.62
1798,13315.00,13476.90,13578.10,58.80,7.60
1799,13336.00,13483.15,13584.35,22.20,8.05
1800,13339.00,13488.45,13589.70,25.20,7.98
1801,13343.00,13509.20,13611.40,53.90,7.45
1802,13350.00,13514.40,13616.05,46.50,7.52
1803,13356.00,13517.45,13623.00,61.00,7.49
1804,13359.00,13521.90,13627.00,62.25,7.46
1805,13362.00,13528.90,13630.65,61.25,7.44
1806,13381.00,13532.75,13634.00,37.30,7.91
1807,13388.00,13537.50,13641.45,36.15,7.89
1808,13391.00,13555.90,13657.10,62.05,7.52
1809,13395.00,13561.75,13663.10,61.40,7.46
