ID,Entrada,Semaforo,Salida,Detenido,VelProm
# ESTADISTICAS_GENERALES
TiempoTotal,37703.05
VehiculosCreados,5000
VehiculosCompletados,5000
CiclosSemaforo,856
TiempoPromedio,219.59
VelocidadPromedio,9.12
TiempoDetenidoPromedio,13.78
Eficiencia,91.2
# DATOS_VEHICULOS
ID,Entrada,Semaforo,Salida,Detenido,VelProm
1263,9395.00,9428.00,9628.00,22.60,8.58
1264,9402.00,9434.10,9634.20,28.00,8.61
1265,9421.00,9439.95,9637.45,0.50,9.24
1266,9428.00,9443.95,9645.45,0.10,9.20
1267,9434.00,9462.30,9660.05,24.30,8.85
1268,9440.00,9466.00,9663.40,27.50,8.95
1269,9445.00,9472.25,9669.65,30.40,8.90
1270,9464.00,9476.20,9673.60,0.30,9.54
1271,9470.00,9479.75,9677.20,1.80,9.65
1272,9476.00,9483.10,9680.50,0.00,9.78
1273,9479.00,9505.35,9703.65,26.00,8.90
1274,9482.00,9510.05,9707.50,23.10,8.87
1275,9485.00,9513.60,9711.00,29.30,8.85
1276,9489.00,9519.65,9717.05,30.90,8.77
1277,9509.00,9523.25,9720.65,1.10,9.45
1278,9516.00,9526.90,9724.30,0.00,9.60
1279,9523.00,9530.20,9731.90,0.00,9.57
1280,9526.00,9551.35,9748.80,27.80,8.98
1281,9529.00,9555.65,9753.10,25.90,8.92
1282,9532.00,9559.00,9756.40,25.30,8.91
1283,9550.00,9562.55,9759.95,2.40,9.53
1284,9558.00,9569.40,9766.80,0.20,9.58
1285,9561.00,9574.85,9776.50,0.00,9.28
1286,9564.00,9594.00,9791.95,26.20,8.77
1287,9572.00,9597.25,9798.45,20.30,8.83
1288,9578.00,9604.40,9804.85,28.00,8.82
1289,9595.00,9612.50,9810.15,0.00,9.30
1290,9598.00,9615.75,9817.55,1.30,9.11
1291,9605.00,9619.90,9821.50,0.20,9.24
1292,9612.00,9639.10,9836.65,24.30,8.90
1293,9618.00,9644.85,9842.25,24.60,8.92
1294,9621.00,9649.80,9847.20,30.00,8.84
1295,9639.00,9655.00,9852.40,1.00,9.37
1296,9645.00,9658.25,9855.65,3.60,9.49
1297,9653.00,9664.95,9866.55,1.10,9.37
1298,9657.00,9683.80,9881.25,24.90,8.92
1299,9661.00,9689.25,9886.65,22.80,8.86
1300,9667.00,9693.35,9890.75,26.00,8.94
1301,9684.00,9700.40,9898.00,2.00,9.35
1302,9692.00,9724.95,9923.55,29.90,8.64
1303,9695.00,9728.75,9930.55,28.50,8.49
1304,9699.00,9733.15,9934.10,29.60,8.51
1305,9707.00,9740.20,9937.85,26.40,8.66
1306,9725.00,9746.15,9943.65,2.80,9.15
1307,9734.00,9750.50,9952.05,0.70,9.17
1308,9740.00,9771.05,9968.55,27.60,8.75
1309,9746.00,9776.80,9974.40,23.80,8.76
1310,9753.00,9782.50,9979.95,30.00,8.81
1311,9771.00,9786.25,9983.65,0.00,9.41
1312,9776.00,9789.50,9986.95,2.10,9.48
1313,9784.00,9795.05,9996.75,1.20,9.40
1314,9788.00,9812.95,10011.55,26.50,8.95
1315,9794.00,9819.70,10017.60,22.10,8.94
1316,9797.00,9823.30,10020.75,30.00,8.94
1317,9815.00,9829.15,10026.55,0.00,9.45
1318,9818.00,9833.10,10030.55,0.70,9.41
1319,9825.00,9840.75,10041.45,1.00,9.24
1320,9832.00,9859.40,10056.85,25.30,8.89
1321,9835.00,9863.10,10063.80,21.90,8.74
1322,9842.00,9870.65,10068.30,28.00,8.84
1323,9859.00,9876.70,10074.15,0.60,9.30
1324,9865.00,9880.70,10078.15,0.00,9.38
1325,9870.00,9884.70,10086.45,0.90,9.24
1326,9877.00,9890.45,10092.00,1.40,9.30
1327,9883.00,9906.80,10104.25,27.80,9.04
1328,9903.00,9910.10,10107.50,0.00,9.78
1329,9906.00,9917.10,10114.90,0.00,9.57
1330,9909.00,9920.80,10122.00,0.00,9.39
1331,9912.00,9946.05,10143.95,30.00,8.62
1332,9916.00,9949.30,10150.85,28.70,8.52
1333,9923.00,9956.00,10156.00,22.60,8.58
1334,9930.00,9962.10,10162.20,28.00,8.61
1335,9949.00,9967.95,10165.45,0.50,9.24
1336,9956.00,9971.95,10173.45,0.10,9.20
1337,9962.00,9990.30,10188.05,24.30,8.85
1338,9968.00,9994.00,10191.40,27.50,8.95
1339,9973.00,10000.25,10197.65,30.40,8.90
1340,9992.00,10004.20,10201.60,0.30,9.54
1341,9998.00,10007.75,10205.20,1.80,9.65
1342,10004.00,10011.10,10208.50,0.00,9.78
1343,10007.00,10033.35,10231.65,26.00,8.90
1344,10010.00,10038.05,10235.50,23.10,8.87
1345,10013.00,10041.60,10239.00,29.30,8.85
1346,10017.00,10047.65,10245.05,30.90,8.77
1347,10037.00,10051.25,10248.65,1.10,9.45
1348,10044.00,10054.90,10252.30,0.00,9.60
1349,10051.00,10058.20,10259.90,0.00,9.57
1350,10054.00,10079.35,10276.80,27.80,8.98
1351,10057.00,10083.65,10281.10,25.90,8.92
1352,10060.00,10087.00,10284.40,25.30,8.91
1353,10078.00,10090.55,10287.95,2.40,9.53
1354,10086.00,10097.40,10294.80,0.20,9.58
1355,10089.00,10102.85,10304.50,0.00,9.28
1356,10092.00,10122.00,10319.95,26.20,8.77
1357,10100.00,10125.25,10326.45,20.30,8.83
1358,10106.00,10132.40,10332.85,28.00,8.82
1359,10123.00,10140.50,10338.15,0.00,9.30
1360,10126.00,10143.75,10345.55,1.30,9.11
1361,10133.00,10147.90,10349.50,0.20,9.24
1362,10140.00,10167.10,10364.65,24.30,8.90
1363,10146.00,10172.85,10370.25,24.60,8.92
1364,10149.00,10177.80,10375.20,30.00,8.84
1365,10167.00,10183.00,10380.40,1.00,9.37
1366,10173.00,10186.25,10383.65,3.60,9.49
1367,10181.00,10192.95,10394.55,1.10,9.37
1368,10185.00,10211.80,10409.25,24.90,8.92
1369,10189.00,10217.25,10414.65,22.80,8.86
1370,10195.00,10221.35,10418.75,26.00,8.94
1371,10212.00,10228.40,10426.00,2.00,9.35
1372,10220.00,10252.95,10451.55,29.90,8.64
1373,10223.00,10256.75,10458.55,28.50,8.49
1374,10227.00,10261.15,10462.10,29.60,8.51
1375,10235.00,10268.20,10465.85,26.40,8.66
1376,10253.00,10274.15,10471.65,2.80,9.15
1377,10262.00,10278.50,10480.05,0.70,9.17
1378,10268.00,10299.05,10496.55,27.60,8.75
1379,10274.00,10304.80,10502.40,23.80,8.76
1380,10281.00,10310.50,10507.95,30.00,8.81
1381,10299.00,10314.25,10511.65,0.00,9.41
1382,10304.00,10317.50,10514.95,2.10,9.48
1383,10312.00,10323.05,10524.75,1.20,9.40
1384,10316.00,10340.95,10539.55,26.50,8.95
1385,10322.00,10347.70,10545.60,22.10,8.94
1386,10325.00,10351.30,10548.75,30.00,8.94
1387,10343.00,10357.15,10554.55,0.00,9.45
1388,10346.00,10361.10,10558.55,0.70,9.41
1389,10353.00,10368.75,10569.45,1.00,9.24
1390,10360.00,10387.40,10584.85,25.30,8.89
1391,10363.00,10391.10,10591.80,21.90,8.74
1392,10370.00,10398.65,10596.30,28.00,8.84
1393,10387.00,10404.70,10602.15,0.60,9.30
1394,10393.00,10408.70,10606.15,0.00,9.38
1395,10398.00,10412.70,10614.45,0.90,9.24
1396,10405.00,10418.45,10620.00,1.40,9.30
1397,10411.00,10434.80,10632.25,27.80,9.04
1398,10431.00,10438.10,10635.50,0.00,9.78
1399,10434.00,10445.10,10642.90,0.00,9.57
1400,10437.00,10448.80,10650.00,0.00,9.39
1401,10440.00,10474.05,10671.95,30.00,8.62
1402,10444.00,10477.30,10678.85,28.70,8.52
1403,10451.00,10484.00,10684.00,22.60,8.58
1404,10458.00,10490.10,10690.20,28.00,8.61
1405,10477.00,10495.95,10693.45,0.50,9.24
1406,10484.00,10499.95,10701.45,0.10,9.20
1407,10490.00,10518.30,10716.05,24.30,8.85
1408,10496.00,10522.00,10719.40,27.50,8.95
1409,10501.00,10528.25,10725.65,30.40,8.90
1410,10520.00,10532.20,10729.60,0.30,9.54
1411,10526.00,10535.75,10733.20,1.80,9.65
1412,10532.00,10539.10,10736.50,0.00,9.78
1413,10535.00,10561.35,10759.65,26.00,8.90
1414,10538.00,10566.05,10763.50,23.10,8.87
1415,10541.00,10569.60,10767.00,29.30,8.85
1416,10545.00,10575.65,10773.05,30.90,8.77
1417,10565.00,10579.25,10776.65,1.10,9.45
1418,10572.00,10582.90,10780.30,0.00,9.60
1419,10579.00,10586.20,10787.90,0.00,9.57
1420,10582.00,10607.35,10804.80,27.80,8.98
1421,10585.00,10611.65,10809.10,25.90,8.92
1422,10588.00,10615.00,10812.40,25.30,8.91
1423,10606.00,10618.55,10815.95,2.40,9.53
1424,10614.00,10625.40,10822.80,0.20,9.58
1425,10617.00,10630.85,10832.50,0.00,9.28
1426,10620.00,10650.00,10847.95,26.20,8.77
1427,10628.00,10653.25,10854.45,20.30,8.83
1428,10634.00,10660.40,10860.85,28.00,8.82
1429,10651.00,10668.50,10866.15,0.00,9.30
1430,10654.00,10671.75,10873.55,1.30,9.11
1431,10661.00,10675.90,10877.50,0.20,9.24
1432,10668.00,10695.10,10892.65,24.30,8.90
1433,10674.00,10700.85,10898.25,24.60,8.92
1434,10677.00,10705.80,10903.20,30.00,8.84
1435,10695.00,10711.00,10908.40,1.00,9.37
1436,10701.00,10714.25,10911.65,3.60,9.49
1437,10709.00,10720.95,10922.55,1.10,9.37
1438,10713.00,10739.80,10937.25,24.90,8.92
1439,10717.00,10745.25,10942.65,22.80,8.86
1440,10723.00,10749.35,10946.75,26.00,8.94
1441,10740.00,10756.40,10954.00,2.00,9.35
1442,10748.00,10780.95,10979.55,29.90,8.64
1443,10751.00,10784.75,10986.55,28.50,8.49
1444,10755.00,10789.15,10990.10,29.60,8.51
1445,10763.00,10796.20,10993.85,26.40,8.66
1446,10781.00,10802.15,10999.65,2.80,9.15
1447,10790.00,10806.50,11008.05,0.70,9.17
1448,10796.00,10827.05,11024.55,27.60,8.75
1449,10802.00,10832.80,11030.40,23.80,8.76
1450,10809.00,10838.50,11035.95,30.00,8.81
1451,10827.00,10842.25,11039.65,0.00,9.41
1452,10832.00,10845.50,11042.95,2.10,9.48
1453,10840.00,10851.05,11052.75,1.20,9.40
1454,10844.00,10868.95,11067.55,26.50,8.95
1455,10850.00,10875.70,11073.60,22.10,8.94
1456,10853.00,10879.30,11076.75,30.00,8.94
1457,10871.00,10885.15,11082.55,0.00,9.45
1458,10874.00,10889.10,11086.55,0.70,9.41
1459,10881.00,10896.75,11097.45,1.00,9.24
1460,10888.00,10915.40,11112.85,25.30,8.89
1461,10891.00,10919.10,11119.80,21.90,8.74
1462,10898.00,10926.65,11124.30,28.00,8.84
1463,10915.00,10932.70,11130.15,0.60,9.30
1464,10921.00,10936.70,11134.15,0.00,9.38
1465,10926.00,10940.70,11142.45,0.90,9.24
1466,10933.00,10946.45,11148.00,1.40,9.30
1467,10939.00,10962.80,11160.25,27.80,9.04
1468,10959.00,10966.10,11163.50,0.00,9.78
1469,10962.00,10973.10,11170.90,0.00,9.57
1470,10965.00,10976.80,11178.00,0.00,9.39
1471,10968.00,11002.05,11199.95,30.00,8.62
1472,10972.00,11005.30,11206.85,28.70,8.52
1473,10979.00,11012.00,11212.00,22.60,8.58
1474,10986.00,11018.10,11218.20,28.00,8.61
1475,11005.00,11023.95,11221.45,0.50,9.24
1476,11012.00,11027.95,11229.45,0.10,9.20
1477,11018.00,11046.30,11244.05,24.30,8.85
1478,11024.00,11050.00,11247.40,27.50,8.95
1479,11029.00,11056.25,11253.65,30.40,8.90
1480,11048.00,11060.20,11257.60,0.30,9.54
1481,11054.00,11063.75,11261.20,1.80,9.65
1482,11060.00,11067.10,11264.50,0.00,9.78
1483,11063.00,11089.35,11287.65,26.00,8.90
1484,11066.00,11094.05,11291.50,23.10,8.87
1485,11069.00,11097.60,11295.00,29.30,8.85
1486,11073.00,11103.65,11301.05,30.90,8.77
1487,11093.00,11107.25,11304.65,1.10,9.45
1488,11100.00,11110.90,11308.30,0.00,9.60
1489,11107.00,11114.20,11315.90,0.00,9.57
1490,11110.00,11135.35,11332.80,27.80,8.98
1491,11113.00,11139.65,11337.10,25.90,8.92
1492,11116.00,11143.00,11340.40,25.30,8.91
1493,11134.00,11146.55,11343.95,2.40,9.53
1494,11142.00,11153.40,11350.80,0.20,9.58
1495,11145.00,11158.85,11360.50,0.00,9.28
1496,11148.00,11178.00,11375.95,26.20,8.77
1497,11156.00,11181.25,11382.45,20.30,8.83
1498,11162.00,11188.40,11388.85,28.00,8.82
1499,11179.00,11196.50,11394.15,0.00,9.30
1500,11182.00,11199.75,11401.55,1.30,9.11
1501,11189.00,11203.90,11405.50,0.20,9.24
1502,11196.00,11223.10,11420.65,24.30,8.90
1503,11202.00,11228.85,11426.25,24.60,8.92
1504,11205.00,11233.80,11431.20,30.00,8.84
1505,11223.00,11239.00,11436.40,1.00,9.37
1506,11229.00,11242.25,11439.65,3.60,9.49
1507,11237.00,11248.95,11450.55,1.10,9.37
1508,11241.00,11267.80,11465.25,24.90,8.92
1509,11245.00,11273.25,11470.65,22.80,8.86
1510,11251.00,11277.35,11474.75,26.00,8.94
1511,11268.00,11284.40,11482.00,2.00,9.35
1512,11276.00,11308.95,11507.55,29.90,8.64
1513,11279.00,11312.75,11514.55,28.50,8.49
1514,11283.00,11317.15,11518.10,29.60,8.51
1515,11291.00,11324.20,11521.85,26.40,8.66
1516,11309.00,11330.15,11527.65,2.80,9.15
1517,11318.00,11334.50,11536.05,0.70,9.17
1518,11324.00,11355.05,11552.55,27.60,8.75
1519,11330.00,11360.80,11558.40,23.80,8.76
1520,11337.00,11366.50,11563.95,30.00,8.81
1521,11355.00,11370.25,11567.65,0.00,9.41
1522,11360.00,11373.50,11570.95,2.10,9.48
1523,11368.00,11379.05,11580.75,1.20,9.40
1524,11372.00,11396.95,11595.55,26.50,8.95
1525,11378.00,11403.70,11601.60,22.10,8.94
1526,11381.00,11407.30,11604.75,30.00,8.94
1527,11399.00,11413.15,11610.55,0.00,9.45
1528,11402.00,11417.10,11614.55,0.70,9.41
1529,11409.00,11424.75,11625.45,1.00,9.24
1530,11416.00,11443.40,11640.85,25.30,8.89
1531,11419.00,11447.10,11647.80,21.90,8.74
1532,11426.00,11454.65,11652.30,28.00,8.84
1533,11443.00,11460.70,11658.15,0.60,9.30
1534,11449.00,11464.70,11662.15,0.00,9.38
1535,11454.00,11468.70,11670.45,0.90,9.24
1536,11461.00,11474.45,11676.00,1.40,9.30
1537,11467.00,11490.80,11688.25,27.80,9.04
1538,11487.00,11494.10,11691.50,0.00,9.78
1539,11490.00,11501.10,11698.90,0.00,9.57
1540,11493.00,11504.80,11706.00,0.00,9.39
1541,11496.00,11530.05,11727.95,30.00,8.62
1542,11500.00,11533.30,11734.85,28.70,8.52
1543,11507.00,11540.00,11740.00,22.60,8.58
1544,11514.00,11546.10,11746.20,28.00,8.61
1545,11533.00,11551.95,11749.45,0.50,9.24
1546,11540.00,11555.95,11757.45,0.10,9.20
1547,11546.00,11574.30,11772.05,24.30,8.85
1548,11552.00,11578.00,11775.40,27.50,8.95
1549,11557.00,11584.25,11781.65,30.40,8.90
1550,11576.00,11588.20,11785.60,0.30,9.54
1551,11582.00,11591.75,11789.20,1.80,9.65
1552,11588.00,11595.10,11792.50,0.00,9.78
1553,11591.00,11617.35,11815.65,26.00,8.90
1554,11594.00,11622.05,11819.50,23.10,8.87
1555,11597.00,11625.60,11823.00,29.30,8.85
1556,11601.00,11631.65,11829.05,30.90,8.77
1557,11621.00,11635.25,11832.65,1.10,9.45
1558,11628.00,11638.90,11836.30,0.00,9.60
1559,11635.00,11642.20,11843.90,0.00,9.57
1560,11638.00,11663.35,11860.80,27.80,8.98
1561,11641.00,11667.65,11865.10,25.90,8.92
1562,11644.00,11671.00,11868.40,25.30,8.91
1563,11662.00,11674.55,11871.95,2.40,9.53
1564,11670.00,11681.40,11878.80,0.20,9.58
1565,11673.00,11686.85,11888.50,0.00,9.28
1566,11676.00,11706.00,11903.95,26.20,8.77
1567,11684.00,11709.25,11910.45,20.30,8.83
1568,11690.00,11716.40,11916.85,28.00,8.82
1569,11707.00,11724.50,11922.15,0.00,9.30
1570,11710.00,11727.75,11929.55,1.30,9.11
1571,11717.00,11731.90,11933.50,0.20,9.24
1572,11724.00,11751.10,11948.65,24.30,8.90
1573,11730.00,11756.85,11954.25,24.60,8.92
1574,11733.00,11761.80,11959.20,30.00,8.84
1575,11751.00,11767.00,11964.40,1.00,9.37
1576,11757.00,11770.25,11967.65,3.60,9.49
1577,11765.00,11776.95,11978.55,1.10,9.37
1578,11769.00,11795.80,11993.25,24.90,8.92
1579,11773.00,11801.25,11998.65,22.80,8.86
1580,11779.00,11805.35,12002.75,26.00,8.94
1581,11796.00,11812.40,12010.00,2.00,9.35
1582,11804.00,11836.95,12035.55,29.90,8.64
1583,11807.00,11840.75,12042.55,28.50,8.49
1584,11811.00,11845.15,12046.10,29.60,8.51
1585,11819.00,11852.20,12049.85,26.40,8.66
1586,11837.00,11858.15,12055.65,2.80,9.15
1587,11846.00,11862.50,12064.05,0.70,9.17
1588,11852.00,11883.05,12080.55,27.60,8.75
1589,11858.00,11888.80,12086.40,23.80,8.76
1590,11865.00,11894.50,12091.95,30.00,8.81
1591,11883.00,11898.25,12095.65,0.00,9.41
1592,11888.00,11901.50,12098.95,2.10,9.48
1593,11896.00,11907.05,12108.75,1.20,9.40
1594,11900.00,11924.95,12123.55,26.50,8.95
1595,11906.00,11931.70,12129.60,22.10,8.94
1596,11909.00,11935.30,12132.75,30.00,8.94
1597,11927.00,11941.15,12138.55,0.00,9.45
1598,11930.00,11945.10,12142.55,0.70,9.41
1599,11937.00,11952.75,12153.45,1.00,9.24
1600,11944.00,11971.40,12168.85,25.30,8.89
1601,11947.00,11975.10,12175.80,21.90,8.74
1602,11954.00,11982.65,12180.30,28.00,8.84
1603,11971.00,11988.70,12186.15,0.60,9.30
1604,11977.00,11992.70,12190.15,0.00,9.38
1605,11982.00,11996.70,12198.45,0.90,9.24
1606,11989.00,12002.45,12204.00,1.40,9.30
1607,11995.00,12018.80,12216.25,27.80,9.04
1608,12015.00,12022.10,12219.50,0.00,9.78
1609,12018.00,12029.10,12226.90,0.00,9.57
1610,12021.00,12032.80,12234.00,0.00,9.39
1611,12024.00,12058.05,12255.95,30.00,8.62
1612,12028.00,12061.30,12262.85,28.70,8.52
1613,12035.00,12068.00,12268.00,22.60,8.58
1614,12042.00,12074.10,12274.20,28.00,8.61
1615,12061.00,12079.95,12277.45,0.50,9.24
1616,12068.00,12083.95,12285.45,0.10,9.20
1617,12074.00,12102.30,12300.05,24.30,8.85
1618,12080.00,12106.00,12303.40,27.50,8.95
1619,12085.00,12112.25,12309.65,30.40,8.90
1620,12104.00,12116.20,12313.60,0.30,9.54
1621,12110.00,12119.75,12317.20,1.80,9.65
1622,12116.00,12123.10,12320.50,0.00,9.78
1623,12119.00,12145.35,12343.65,26.00,8.90
1624,12122.00,12150.05,12347.50,23.10,8.87
1625,12125.00,12153.60,12351.00,29.30,8.85
1626,12129.00,12159.65,12357.05,30.90,8.77
1627,12149.00,12163.25,12360.65,1.10,9.45
1628,12156.00,12166.90,12364.30,0.00,9.60
1629,12163.00,12170.20,12371.90,0.00,9.57
1630,12166.00,12191.35,12388.80,27.80,8.98
1631,12169.00,12195.65,12393.10,25.90,8.92
1632,12172.00,12199.00,12396.40,25.30,8.91
1633,12190.00,12202.55,12399.95,2.40,9.53
1634,12198.00,12209.40,12406.80,0.20,9.58
1635,12201.00,12214.85,12416.50,0.00,9.28
1636,12204.00,12234.00,12431.95,26.20,8.77
1637,12212.00,12237.25,12438.45,20.30,8.83
1638,12218.00,12244.40,12444.85,28.00,8.82
1639,12235.00,12252.50,12450.15,0.00,9.30
1640,12238.00,12255.75,12457.55,1.30,9.11
1641,12245.00,12259.90,12461.50,0.20,9.24
1642,12252.00,12279.10,12476.65,24.30,8.90
1643,12258.00,12284.85,12482.25,24.60,8.92
1644,12261.00,12289.80,12487.20,30.00,8.84
1645,12279.00,12295.00,12492.40,1.00,9.37
1646,12285.00,12298.25,12495.65,3.60,9.49
1647,12293.00,12304.95,12506.55,1.10,9.37
1648,12297.00,12323.80,12521.25,24.90,8.92
1649,12301.00,12329.25,12526.65,22.80,8.86
1650,12307.00,12333.35,12530.75,26.00,8.94
1651,12324.00,12340.40,12538.00,2.00,9.35
1652,12332.00,12364.95,12563.55,29.90,8.64
1653,12335.00,12368.75,12570.55,28.50,8.49
1654,12339.00,12373.15,12574.10,29.60,8.51
1655,12347.00,12380.20,12577.85,26.40,8.66
1656,12365.00,12386.15,12583.65,2.80,9.15
1657,12374.00,12390.50,12592.05,0.70,9.17
1658,12380.00,12411.05,12608.55,27.60,8.75
1659,12386.00,12416.80,12614.40,23.80,8.76
1660,12393.00,12422.50,12619.95,30.00,8.81
1661,12411.00,12426.25,12623.65,0.00,9.41
1662,12416.00,12429.50,12626.95,2.10,9.48
1663,12424.00,12435.05,12636.75,1.20,9.40
1664,12428.00,12452.95,12651.55,26.50,8.95
1665,12434.00,12459.70,12657.60,22.10,8.94
1666,12437.00,12463.30,12660.75,30.00,8.94
1667,12455.00,12469.15,12666.55,0.00,9.45
1668,12458.00,12473.10,12670.55,0.70,9.41
1669,12465.00,12480.75,12681.45,1.00,9.24
1670,12472.00,12499.40,12696.85,25.30,8.89
1671,12475.00,12503.10,12703.80,21.90,8.74
1672,12482.00,12510.65,12708.30,28.00,8.84
1673,12499.00,12516.70,12714.15,0.60,9.30
1674,12505.00,12520.70,12718.15,0.00,9.38
1675,12510.00,12524.70,12726.45,0.90,9.24
1676,12517.00,12530.45,12732.00,1.40,9.30
1677,12523.00,12546.80,12744.25,27.80,9.04
1678,12543.00,12550.10,12747.50,0.00,9.78
1679,12546.00,12557.10,12754.90,0.00,9.57
1680,12549.00,12560.80,12762.00,0.00,9.39
1681,12552.00,12586.05,12783.95,30.00,8.62
1682,12556.00,12589.30,12790.85,28.70,8.52
1683,12563.00,12596.00,12796.00,22.60,8.58
1684,12570.00,12602.10,12802.20,28.00,8.61
1685,12589.00,12607.95,12805.45,0.50,9.24
1686,12596.00,12611.95,12813.45,0.10,9.20
1687,12602.00,12630.30,12828.05,24.30,8.85
1688,12608.00,12634.00,12831.40,27.50,8.95
1689,12613.00,12640.25,12837.65,30.40,8.90
1690,12632.00,12644.20,12841.60,0.30,9.54
1691,12638.00,12647.75,12845.20,1.80,9.65
1692,12644.00,12651.10,12848.50,0.00,9.78
1693,12647.00,12673.35,12871.65,26.00,8.90
1694,12650.00,12678.05,12875.50,23.10,8.87
1695,12653.00,12681.60,12879.00,29.30,8.85
1696,12657.00,12687.65,12885.05,30.90,8.77
1697,12677.00,12691.25,12888.65,1.10,9.45
1698,12684.00,12694.90,12892.30,0.00,9.60
1699,12691.00,12698.20,12899.90,0.00,9.57
1700,12694.00,12719.35,12916.80,27.80,8.98
1701,12697.00,12723.65,12921.10,25.90,8.92
1702,12700.00,12727.00,12924.40,25.30,8.91
1703,12718.00,12730.55,12927.95,2.40,9.53
1704,12726.00,12737.40,12934.80,0.20,9.58
1705,12729.00,12742.85,12944.50,0.00,9.28
1706,12732.00,12762.00,12959.95,26.20,8.77
1707,12740.00,12765.25,12966.45,20.30,8.83
1708,12746.00,12772.40,12972.85,28.00,8.82
1709,12763.00,12780.50,12978.15,0.00,9.30
1710,12766.00,12783.75,12985.55,1.30,9.11
1711,12773.00,12787.90,12989.50,0.20,9.24
1712,12780.00,12807.10,13004.65,24.30,8.90
1713,12786.00,12812.85,13010.25,24.60,8.92
1714,12789.00,12817.80,13015.20,30.00,8.84
1715,12807.00,12823.00,13020.40,1.00,9.37
1716,12813.00,12826.25,13023.65,3.60,9.49
1717,12821.00,12832.95,13034.55,1.10,9.37
1718,12825.00,12851.80,13049.25,24.90,8.92
1719,12829.00,12857.25,13054.65,22.80,8.86
1720,12835.00,12861.35,13058.75,26.00,8.94
1721,12852.00,12868.40,13066.00,2.00,9.35
1722,12860.00,12892.95,13091.55,29.90,8.64
1723,12863.00,12896.75,13098.55,28.50,8.49
1724,12867.00,12901.15,13102.10,29.60,8.51
1725,12875.00,12908.20,13105.85,26.40,8.66
1726,12893.00,12914.15,13111.65,2.80,9.15
1727,12902.00,12918.50,13120.05,0.70,9.17
1728,12908.00,12939.05,13136.55,27.60,8.75
1729,12914.00,12944.80,13142.40,23.80,8.76
1730,12921.00,12950.50,13147.95,30.00,8.81
1731,12939.00,12954.25,13151.65,0.00,9.41
1732,12944.00,12957.50,13154.95,2.10,9.48
1733,12952.00,12963.05,13164.75,1.20,9.40
1734,12956.00,12980.95,13179.55,26.50,8.95
1735,12962.00,12987.70,13185.60,22.10,8.94
1736,12965.00,12991.30,13188.75,30.00,8.94
1737,12983.00,12997.15,13194.55,0.00,9.45
1738,12986.00,13001.10,13198.55,0.70,9.41
1739,12993.00,13008.75,13209.45,1.00,9.24
1740,13000.00,13027.40,13224.85,25.30,8.89
1741,13003.00,13031.10,13231.80,21.90,8.74
1742,13010.00,13038.65,13236.30,28.00,8.84
1743,13027.00,13044.70,13242.15,0.60,9.30
1744,13033.00,13048.70,13246.15,0.00,9.38
1745,13038.00,13052.70,13254.45,0.90,9.24
1746,13045.00,13058.45,13260.00,1.40,9.30
1747,13051.00,13074.80,13272.25,27.80,9.04
1748,13071.00,13078.10,13275.50,0.00,9.78
1749,13074.00,13085.10,13282.90,0.00,9.57
1750,13077.00,13088.80,13290.00,0.00,9.39
1751,13080.00,13114.05,13311.95,30.00,8.62
1752,13084.00,13117.30,13318.85,28.70,8.52
1753,13091.00,13124.00,13324.00,22.60,8.58
1754,13098.00,13130.10,13330.20,28.00,8.61
1755,13117.00,13135.95,13333.45,0.50,9.24
1756,13124.00,13139.95,13341.45,0.10,9.20
1757,13130.00,13158.30,13356.05,24.30,8.85
1758,13136.00,13162.00,13359.40,27.50,8.95
1759,13141.00,13168.25,13365.65,30.40,8.90
1760,13160.00,13172.20,13369.60,0.30,9.54
1761,13166.00,13175.75,13373.20,1.80,9.65
1762,13172.00,13179.10,13376.50,0.00,9.78
1763,13175.00,13201.35,13399.65,26.00,8.90
1764,13178.00,13206.05,13403.50,23.10,8.87
1765,13181.00,13209.60,13407.00,29.30,8.85
1766,13185.00,13215.65,13413.05,30.90,8.77
1767,13205.00,13219.25,13416.65,1.10,9.45
1768,13212.00,13222.90,13420.30,0.00,9.60
1769,13219.00,13226.20,13427.90,0.00,9.57
1770,13222.00,13247.35,13444.80,27.80,8.98
1771,13225.00,13251.65,13449.10,25.90,8.92
1772,13228.00,13255.00,13452.40,25.30,8.91
1773,13246.00,13258.55,13455.95,2.40,9.53
1774,13254.00,13265.40,13462.80,0.20,9.58
1775,13257.00,13270.85,13472.50,0.00,9.28
1776,13260.00,13290.00,13487.95,26.20,8.77
1777,13268.00,13293.25,13494.45,20.30,8.83
1778,13274.00,13300.40,13500.85,28.00,8.82
1779,13291.00,13308.50,13506.15,0.00,9.30
1780,13294.00,13311.75,13513.55,1.30,9.11
1781,13301.00,13315.90,13517.50,0.20,9.24
1782,13308.00,13335.10,13532.65,24.30,8.90
1783,13314.00,13340.85,13538.25,24.60,8.92
1784,13317.00,13345.80,13543.20,30.00,8.84
1785,13335.00,13351.00,13548.40,1.00,9.37
1786,13341.00,13354.25,13551.65,3.60,9.49
1787,13349.00,13360.95,13562.55,1.10,9.37
1788,13353.00,13379.80,13577.25,24.90,8.92
1789,13357.00,13385.25,13582.65,22.80,8.86
1790,13363.00,13389.35,13586.75,26.00,8.94
1791,13380.00,13396.40,13594.00,2.00,9.35
1792,13388.00,13420.95,13619.55,29.90,8.64
1793,13391.00,13424.75,13626.55,28.50,8.49
