Tiempo,ID,Posicion,Velocidad,Aceleracion,EstadoVehiculo,Semaforo
168.45,22,64.78,0.00,0.00,DETENIDO,ROJO
168.45,21,147.24,2.80,-2.00,DESACELERANDO,ROJO
168.45,20,162.13,5.50,2.50,ACELERANDO,ROJO
168.45,19,198.18,9.88,0.00,VEL_CONST,ROJO
168.50,25,3.40,0.00,0.00,DETENIDO,ROJO
168.50,24,16.89,0.00,0.00,DETENIDO,ROJO
168.50,23,53.07,0.00,0.00,DETENIDO,ROJO
168.50,22,64.78,0.00,0.00,DETENIDO,ROJO
168.50,21,147.37,2.70,-2.00,DESACELERANDO,ROJO
168.50,20,162.41,5.62,2.50,ACELERANDO,ROJO
168.50,19,198.68,9.88,0.00,VEL_CONST,ROJO
168.55,25,3.40,0.00,0.00,DETENIDO,ROJO
168.55,24,16.89,0.00,0.00,DETENIDO,ROJO
168.55,23,53.07,0.00,0.00,DETENIDO,ROJO
168.55,22,64.78,0.00,0.00,DETENIDO,ROJO
168.55,21,147.50,2.60,-2.00,DESACELERANDO,ROJO
168.55,20,162.70,5.75,2.50,ACELERANDO,ROJO
168.55,19,199.17,9.88,0.00,VEL_CONST,ROJO
168.60,25,3.40,0.00,0.00,DETENIDO,ROJO
168.60,24,16.89,0.00,0.00,DETENIDO,ROJO
168.60,23,53.07,0.00,0.00,DETENIDO,ROJO
168.60,22,64.78,0.00,0.00,DETENIDO,ROJO
168.60,21,147.63,2.50,-2.00,DESACELERANDO,ROJO
168.60,20,162.99,5.88,2.50,ACELERANDO,ROJO
168.60,19,199.67,9.88,0.00,VEL_CONST,ROJO
168.65,25,3.40,0.00,0.00,DETENIDO,ROJO
168.65,24,16.89,0.00,0.00,DETENIDO,ROJO
168.65,23,53.07,0.00,0.00,DETENIDO,ROJO
168.65,22,64.78,0.00,0.00,DETENIDO,ROJO
168.65,21,147.75,2.40,-2.00,DESACELERANDO,ROJO
168.65,20,163.29,6.00,2.50,ACELERANDO,ROJO
168.65,19,200.16,9.88,0.00,VEL_CONST,ROJO
168.70,25,3.40,0.00,0.00,DETENIDO,ROJO
168.70,24,16.89,0.00,0.00,DETENIDO,ROJO
168.70,23,53.07,0.00,0.00,DETENIDO,ROJO
168.70,22,64.78,0.00,0.00,DETENIDO,ROJO
168.70,21,147.86,2.30,-2.00,DESACELERANDO,ROJO
168.70,20,163.60,6.12,2.50,ACELERANDO,ROJO
168.75,25,3.40,0.00,0.00,DETENIDO,ROJO
168.75,24,16.89,0.00,0.00,DETENIDO,ROJO
168.75,23,53.07,0.00,0.00,DETENIDO,ROJO
168.75,22,64.78,0.00,0.00,DETENIDO,ROJO
168.75,21,147.97,2.20,-2.00,DESACELERANDO,ROJO
168.75,20,163.91,6.25,2.50,ACELERANDO,ROJO
168.80,25,3.40,0.00,0.00,DETENIDO,ROJO
168.80,24,16.89,0.00,0.00,DETENIDO,ROJO
168.80,23,53.07,0.00,0.00,DETENIDO,ROJO
168.80,22,64.78,0.00,0.00,DETENIDO,ROJO
168.80,21,148.08,2.10,-2.00,DESACELERANDO,ROJO
168.80,20,164.23,6.38,2.50,ACELERANDO,ROJO
168.85,25,3.40,0.00,0.00,DETENIDO,ROJO
168.85,24,16.89,0.00,0.00,DETENIDO,ROJO
168.85,23,53.07,0.00,0.00,DETENIDO,ROJO
168.85,22,64.78,0.00,0.00,DETENIDO,ROJO
168.85,21,148.18,2.00,-2.00,DESACELERANDO,ROJO
168.85,20,164.55,6.50,2.50,ACELERANDO,ROJO
168.90,25,3.40,0.00,0.00,DETENIDO,ROJO
168.90,24,16.89,0.00,0.00,DETENIDO,ROJO
168.90,23,53.07,0.00,0.00,DETENIDO,ROJO
168.90,22,64.78,0.00,0.00,DETENIDO,ROJO
168.90,21,148.27,1.90,-2.00,DESACELERANDO,ROJO
168.90,20,164.88,6.62,2.50,ACELERANDO,ROJO
168.95,25,3.40,0.00,0.00,DETENIDO,ROJO
168.95,24,16.89,0.00,0.00,DETENIDO,ROJO
168.95,23,53.07,0.00,0.00,DETENIDO,ROJO
168.95,22,64.78,0.00,0.00,DETENIDO,ROJO
168.95,21,148.36,1.80,-2.00,DESACELERANDO,ROJO
168.95,20,165.22,6.75,2.50,ACELERANDO,ROJO
169.00,25,3.40,0.00,0.00,DETENIDO,ROJO
169.00,24,16.89,0.00,0.00,DETENIDO,ROJO
169.00,23,53.07,0.00,0.00,DETENIDO,ROJO
169.00,22,64.78,0.00,0.00,DETENIDO,ROJO
169.00,21,148.45,1.70,-2.00,DESACELERANDO,ROJO
169.00,20,165.57,6.88,2.50,ACELERANDO,ROJO
169.05,25,3.40,0.00,0.00,DETENIDO,ROJO
169.05,24,16.89,0.00,0.00,DETENIDO,ROJO
169.05,23,53.07,0.00,0.00,DETENIDO,ROJO
169.05,22,64.78,0.00,0.00,DETENIDO,ROJO
169.05,21,148.53,1.60,-2.00,DESACELERANDO,ROJO
169.05,20,165.92,7.00,2.50,ACELERANDO,ROJO
169.10,25,3.40,0.00,0.00,DETENIDO,ROJO
169.10,24,16.89,0.00,0.00,DETENIDO,ROJO
169.10,23,53.07,0.00,0.00,DETENIDO,ROJO
169.10,22,64.78,0.00,0.00,DETENIDO,ROJO
169.10,21,148.60,1.50,-2.00,DESACELERANDO,ROJO
169.10,20,166.27,7.12,2.50,ACELERANDO,ROJO
169.15,25,3.40,0.00,0.00,DETENIDO,ROJO
169.15,24,16.89,0.00,0.00,DETENIDO,ROJO
169.15,23,53.07,0.00,0.00,DETENIDO,ROJO
169.15,22,64.78,0.00,0.00,DETENIDO,ROJO
169.15,21,148.67,1.40,-2.00,DESACELERANDO,ROJO
169.15,20,166.63,7.25,2.50,ACELERANDO,ROJO
169.20,25,3.40,0.00,0.00,DETENIDO,ROJO
169.20,24,16.89,0.00,0.00,DETENIDO,ROJO
169.20,23,53.07,0.00,0.00,DETENIDO,ROJO
169.20,22,64.78,0.00,0.00,DETENIDO,ROJO
169.20,21,148.74,1.30,-2.00,DESACELERANDO,ROJO
169.20,20,167.00,7.38,2.50,ACELERANDO,ROJO
169.25,25,3.40,0.00,0.00,DETENIDO,ROJO
169.25,24,16.89,0.00,0.00,DETENIDO,ROJO
169.25,23,53.07,0.00,0.00,DETENIDO,ROJO
169.25,22,64.78,0.00,0.00,DETENIDO,ROJO
169.25,21,148.80,1.20,-2.00,DESACELERANDO,ROJO
169.25,20,167.38,7.50,2.50,ACELERANDO,ROJO
169.30,25,3.40,0.00,0.00,DETENIDO,ROJO
169.30,24,16.89,0.00,0.00,DETENIDO,ROJO
169.30,23,53.07,0.00,0.00,DETENIDO,ROJO
169.30,22,64.78,0.00,0.00,DETENIDO,ROJO
169.30,21,148.85,1.10,-2.00,DESACELERANDO,ROJO
169.30,20,167.76,7.62,2.50,ACELERANDO,ROJO
169.35,25,3.40,0.00,0.00,DETENIDO,ROJO
169.35,24,16.89,0.00,0.00,DETENIDO,ROJO
169.35,23,53.07,0.00,0.00,DETENIDO,ROJO
169.35,22,64.78,0.00,0.00,DETENIDO,ROJO
169.35,21,148.90,1.00,-2.00,DESACELERANDO,ROJO
169.35,20,168.15,7.75,2.50,ACELERANDO,ROJO
169.40,25,3.40,0.00,0.00,DETENIDO,ROJO
169.40,24,16.89,0.00,0.00,DETENIDO,ROJO
169.40,23,53.07,0.00,0.00,DETENIDO,ROJO
169.40,22,64.78,0.00,0.00,DETENIDO,ROJO
169.40,21,148.95,0.00,-2.00,DETENIDO,ROJO
169.40,20,168.54,7.88,2.50,ACELERANDO,ROJO
169.45,25,3.40,0.00,0.00,DETENIDO,ROJO
169.45,24,16.89,0.00,0.00,DETENIDO,ROJO
169.45,23,53.07,0.00,0.00,DETENIDO,ROJO
169.45,22,64.78,0.00,0.00,DETENIDO,ROJO
169.45,21,148.95,0.00,0.00,DETENIDO,ROJO
169.45,20,168.94,8.00,2.50,ACELERANDO,ROJO
169.50,25,3.40,0.00,0.00,DETENIDO,ROJO
169.50,24,16.89,0.00,0.00,DETENIDO,ROJO
169.50,23,53.07,0.00,0.00,DETENIDO,ROJO
169.50,22,64.78,0.00,0.00,DETENIDO,ROJO
169.50,21,148.95,0.00,0.00,DETENIDO,ROJO
169.50,20,169.35,8.12,2.50,ACELERANDO,ROJO
169.55,25,3.40,0.00,0.00,DETENIDO,ROJO
169.55,24,16.89,0.00,0.00,DETENIDO,ROJO
169.55,23,53.07,0.00,0.00,DETENIDO,ROJO
169.55,22,64.78,0.00,0.00,DETENIDO,ROJO
169.55,21,148.95,0.00,0.00,DETENIDO,ROJO
169.55,20,169.76,8.25,2.50,ACELERANDO,ROJO
169.60,25,3.40,0.00,0.00,DETENIDO,ROJO
169.60,24,16.89,0.00,0.00,DETENIDO,ROJO
169.60,23,53.07,0.00,0.00,DETENIDO,ROJO
169.60,22,64.78,0.00,0.00,DETENIDO,ROJO
169.60,21,148.95,0.00,0.00,DETENIDO,ROJO
169.60,20,170.18,8.38,2.50,ACELERANDO,ROJO
169.65,25,3.40,0.00,0.00,DETENIDO,ROJO
169.65,24,16.89,0.00,0.00,DETENIDO,ROJO
169.65,23,53.07,0.00,0.00,DETENIDO,ROJO
169.65,22,64.78,0.00,0.00,DETENIDO,ROJO
169.65,21,148.95,0.00,0.00,DETENIDO,ROJO
169.65,20,170.60,8.50,2.50,ACELERANDO,ROJO
169.70,25,3.40,0.00,0.00,DETENIDO,ROJO
169.70,24,16.89,0.00,0.00,DETENIDO,ROJO
169.70,23,53.07,0.00,0.00,DETENIDO,ROJO
169.70,22,64.78,0.00,0.00,DETENIDO,ROJO
169.70,21,148.95,0.00,0.00,DETENIDO,ROJO
169.70,20,171.03,8.62,2.50,ACELERANDO,ROJO
169.75,25,3.40,0.00,0.00,DETENIDO,ROJO
169.75,24,16.89,0.00,0.00,DETENIDO,ROJO
169.75,23,53.07,0.00,0.00,DETENIDO,ROJO
169.75,22,64.78,0.00,0.00,DETENIDO,ROJO
169.75,21,148.95,0.00,0.00,DETENIDO,ROJO
169.75,20,171.47,8.75,2.50,ACELERANDO,ROJO
169.80,25,3.40,0.00,0.00,DETENIDO,ROJO
169.80,24,16.89,0.00,0.00,DETENIDO,ROJO
169.80,23,53.07,0.00,0.00,DETENIDO,ROJO
169.80,22,64.78,0.00,0.00,DETENIDO,ROJO
169.80,21,148.95,0.00,0.00,DETENIDO,ROJO
169.80,20,171.92,8.88,2.50,ACELERANDO,ROJO
169.85,25,3.40,0.00,0.00,DETENIDO,ROJO
169.85,24,16.89,0.00,0.00,DETENIDO,ROJO
169.85,23,53.07,0.00,0.00,DETENIDO,ROJO
169.85,22,64.78,0.00,0.00,DETENIDO,ROJO
169.85,21,148.95,0.00,0.00,DETENIDO,ROJO
169.85,20,172.37,9.00,2.50,ACELERANDO,ROJO
169.90,25,3.40,0.00,0.00,DETENIDO,ROJO
169.90,24,16.89,0.00,0.00,DETENIDO,ROJO
169.90,23,53.07,0.00,0.00,DETENIDO,ROJO
169.90,22,64.78,0.00,0.00,DETENIDO,ROJO
169.90,21,148.95,0.00,0.00,DETENIDO,ROJO
169.90,20,172.82,9.12,2.50,ACELERANDO,ROJO
169.95,25,3.40,0.00,0.00,DETENIDO,ROJO
169.95,24,16.89,0.00,0.00,DETENIDO,ROJO
169.95,23,53.07,0.00,0.00,DETENIDO,ROJO
169.95,22,64.78,0.00,0.00,DETENIDO,ROJO
169.95,21,148.95,0.00,0.00,DETENIDO,ROJO
169.95,20,173.28,9.25,2.50,ACELERANDO,ROJO
170.00,25,3.40,0.00,0.00,DETENIDO,ROJO
170.00,24,16.89,0.00,0.00,DETENIDO,ROJO
170.00,23,53.07,0.00,0.00,DETENIDO,ROJO
170.00,22,64.78,0.00,0.00,DETENIDO,ROJO
170.00,21,148.95,0.00,0.00,DETENIDO,ROJO
170.00,20,173.75,9.38,2.50,ACELERANDO,ROJO
170.05,25,3.40,0.00,0.00,DETENIDO,ROJO
170.05,24,16.89,0.00,0.00,DETENIDO,ROJO
170.05,23,53.07,0.00,0.00,DETENIDO,ROJO
170.05,22,64.78,0.00,0.00,DETENIDO,ROJO
170.05,21,148.95,0.00,0.00,DETENIDO,ROJO
170.05,20,174.23,9.50,2.50,ACELERANDO,ROJO
170.10,25,3.40,0.00,0.00,DETENIDO,ROJO
170.10,24,16.89,0.00,0.00,DETENIDO,ROJO
170.10,23,53.07,0.00,0.00,DETENIDO,ROJO
170.10,22,64.78,0.00,0.00,DETENIDO,ROJO
170.10,21,148.95,0.00,0.00,DETENIDO,ROJO
170.10,20,174.71,9.62,2.50,ACELERANDO,ROJO
170.15,25,3.40,0.00,0.00,DETENIDO,ROJO
170.15,24,16.89,0.00,0.00,DETENIDO,ROJO
170.15,23,53.07,0.00,0.00,DETENIDO,ROJO
170.15,22,64.78,0.00,0.00,DETENIDO,ROJO
170.15,21,148.95,0.00,0.00,DETENIDO,ROJO
170.15,20,175.20,9.75,2.50,ACELERANDO,ROJO
170.20,25,3.40,0.00,0.00,DETENIDO,ROJO
170.20,24,16.89,0.00,0.00,DETENIDO,ROJO
170.20,23,53.07,0.00,0.00,DETENIDO,ROJO
170.20,22,64.78,0.00,0.00,DETENIDO,ROJO
170.20,21,148.95,0.00,0.00,DETENIDO,ROJO
170.20,20,175.69,9.88,2.50,ACELERANDO,ROJO
170.25,25,3.40,0.00,0.00,DETENIDO,ROJO
170.25,24,16.89,0.00,0.00,DETENIDO,ROJO
170.25,23,53.07,0.00,0.00,DETENIDO,ROJO
170.25,22,64.78,0.00,0.00,DETENIDO,ROJO
170.25,21,148.95,0.00,0.00,DETENIDO,ROJO
170.25,20,176.18,9.88,0.00,VEL_CONST,ROJO
170.30,25,3.40,0.00,0.00,DETENIDO,ROJO
170.30,24,16.89,0.00,0.00,DETENIDO,ROJO
170.30,23,53.07,0.00,0.00,DETENIDO,ROJO
170.30,22,64.78,0.00,0.00,DETENIDO,ROJO
170.30,21,148.95,0.00,0.00,DETENIDO,ROJO
170.30,20,176.68,9.88,0.00,VEL_CONST,ROJO
170.35,25,3.40,0.00,0.00,DETENIDO,ROJO
170.35,24,16.89,0.00,0.00,DETENIDO,ROJO
170.35,23,53.07,0.00,0.00,DETENIDO,ROJO
170.35,22,64.78,0.00,0.00,DETENIDO,ROJO
170.35,21,148.95,0.00,0.00,DETENIDO,ROJO
170.35,20,177.17,9.88,0.00,VEL_CONST,ROJO
170.40,25,3.40,0.00,0.00,DETENIDO,ROJO
170.40,24,16.89,0.00,0.00,DETENIDO,ROJO
170.40,23,53.07,0.00,0.00,DETENIDO,ROJO
170.40,22,64.78,0.00,0.00,DETENIDO,ROJO
170.40,21,148.95,0.00,0.00,DETENIDO,ROJO
170.40,20,177.67,9.88,0.00,VEL_CONST,ROJO
170.45,25,3.40,0.00,0.00,DETENIDO,ROJO
170.45,24,16.89,0.00,0.00,DETENIDO,ROJO
170.45,23,53.07,0.00,0.00,DETENIDO,ROJO
170.45,22,64.78,0.00,0.00,DETENIDO,ROJO
170.45,21,148.95,0.00,0.00,DETENIDO,ROJO
170.45,20,178.16,9.88,0.00,VEL_CONST,ROJO
170.50,25,3.40,0.00,0.00,DETENIDO,ROJO
170.50,24,16.89,0.00,0.00,DETENIDO,ROJO
170.50,23,53.07,0.00,0.00,DETENIDO,ROJO
170.50,22,64.78,0.00,0.00,DETENIDO,ROJO
170.50,21,148.95,0.00,0.00,DETENIDO,ROJO
170.50,20,178.65,9.88,0.00,VEL_CONST,ROJO
170.55,25,3.40,0.00,0.00,DETENIDO,ROJO
170.55,24,16.89,0.00,0.00,DETENIDO,ROJO
170.55,23,53.07,0.00,0.00,DETENIDO,ROJO
170.55,22,64.78,0.00,0.00,DETENIDO,ROJO
170.55,21,148.95,0.00,0.00,DETENIDO,ROJO
170.55,20,179.15,9.88,0.00,VEL_CONST,ROJO
170.60,25,3.40,0.00,0.00,DETENIDO,ROJO
170.60,24,16.89,0.00,0.00,DETENIDO,ROJO
170.60,23,53.07,0.00,0.00,DETENIDO,ROJO
170.60,22,64.78,0.00,0.00,DETENIDO,ROJO
170.60,21,148.95,0.00,0.00,DETENIDO,ROJO
170.60,20,179.64,9.88,0.00,VEL_CONST,ROJO
170.65,25,3.40,0.00,0.00,DETENIDO,ROJO
170.65,24,16.89,0.00,0.00,DETENIDO,ROJO
170.65,23,53.07,0.00,0.00,DETENIDO,ROJO
170.65,22,64.78,0.00,0.00,DETENIDO,ROJO
170.65,21,148.95,0.00,0.00,DETENIDO,ROJO
170.65,20,180.13,9.88,0.00,VEL_CONST,ROJO
170.70,25,3.40,0.00,0.00,DETENIDO,ROJO
170.70,24,16.89,0.00,0.00,DETENIDO,ROJO
170.70,23,53.07,0.00,0.00,DETENIDO,ROJO
170.70,22,64.78,0.00,0.00,DETENIDO,ROJO
170.70,21,148.95,0.00,0.00,DETENIDO,ROJO
170.70,20,180.63,9.88,0.00,VEL_CONST,ROJO
170.75,25,3.40,0.00,0.00,DETENIDO,ROJO
170.75,24,16.89,0.00,0.00,DETENIDO,ROJO
170.75,23,53.07,0.00,0.00,DETENIDO,ROJO
170.75,22,64.78,0.00,0.00,DETENIDO,ROJO
170.75,21,148.95,0.00,0.00,DETENIDO,ROJO
170.75,20,181.12,9.88,0.00,VEL_CONST,ROJO
170.80,25,3.40,0.00,0.00,DETENIDO,ROJO
170.80,24,16.89,0.00,0.00,DETENIDO,ROJO
170.80,23,53.07,0.00,0.00,DETENIDO,ROJO
170.80,22,64.78,0.00,0.00,DETENIDO,ROJO
170.80,21,148.95,0.00,0.00,DETENIDO,ROJO
170.80,20,181.62,9.88,0.00,VEL_CONST,ROJO
170.85,25,3.40,0.00,0.00,DETENIDO,ROJO
170.85,24,16.89,0.00,0.00,DETENIDO,ROJO
170.85,23,53.07,0.00,0.00,DETENIDO,ROJO
170.85,22,64.78,0.00,0.00,DETENIDO,ROJO
170.85,21,148.95,0.00,0.00,DETENIDO,ROJO
170.85,20,182.11,9.88,0.00,VEL_CONST,ROJO
170.90,25,3.40,0.00,0.00,DETENIDO,ROJO
170.90,24,16.89,0.00,0.00,DETENIDO,ROJO
170.90,23,53.07,0.00,0.00,DETENIDO,ROJO
170.90,22,64.78,0.00,0.00,DETENIDO,ROJO
170.90,21,148.95,0.00,0.00,DETENIDO,ROJO
170.90,20,182.60,9.88,0.00,VEL_CONST,ROJO
170.95,25,3.40,0.00,0.00,DETENIDO,ROJO
170.95,24,16.89,0.00,0.00,DETENIDO,ROJO
170.95,23,53.07,0.00,0.00,DETENIDO,ROJO
170.95,22,64.78,0.00,0.00,DETENIDO,ROJO
170.95,21,148.95,0.00,0.00,DETENIDO,ROJO
170.95,20,183.10,9.88,0.00,VEL_CONST,ROJO
171.00,25,3.40,0.00,0.00,DETENIDO,ROJO
171.00,24,16.89,0.00,0.00,DETENIDO,ROJO
171.00,23,53.07,0.00,0.00,DETENIDO,ROJO
171.00,22,64.78,0.00,0.00,DETENIDO,ROJO
171.00,21,148.95,0.00,0.00,DETENIDO,ROJO
171.00,20,183.59,9.88,0.00,VEL_CONST,ROJO
171.05,25,3.40,0.00,0.00,DETENIDO,ROJO
171.05,24,16.89,0.00,0.00,DETENIDO,ROJO
171.05,23,53.07,0.00,0.00,DETENIDO,ROJO
171.05,22,64.78,0.00,0.00,DETENIDO,ROJO
171.05,21,148.95,0.00,0.00,DETENIDO,ROJO
171.05,20,184.08,9.88,0.00,VEL_CONST,ROJO
171.10,25,3.40,0.00,0.00,DETENIDO,ROJO
171.10,24,16.89,0.00,0.00,DETENIDO,ROJO
171.10,23,53.07,0.00,0.00,DETENIDO,ROJO
171.10,22,64.78,0.00,0.00,DETENIDO,ROJO
171.10,21,148.95,0.00,0.00,DETENIDO,ROJO
171.10,20,184.58,9.88,0.00,VEL_CONST,ROJO
171.15,25,3.40,0.00,0.00,DETENIDO,ROJO
171.15,24,16.89,0.00,0.00,DETENIDO,ROJO
171.15,23,53.07,0.00,0.00,DETENIDO,ROJO
171.15,22,64.78,0.00,0.00,DETENIDO,ROJO
171.15,21,148.95,0.00,0.00,DETENIDO,ROJO
171.15,20,185.07,9.88,0.00,VEL_CONST,ROJO
171.20,25,3.40,0.00,0.00,DETENIDO,ROJO
171.20,24,16.89,0.00,0.00,DETENIDO,ROJO
171.20,23,53.07,0.00,0.00,DETENIDO,ROJO
171.20,22,64.78,0.00,0.00,DETENIDO,ROJO
171.20,21,148.95,0.00,0.00,DETENIDO,ROJO
171.20,20,185.57,9.88,0.00,VEL_CONST,ROJO
171.25,25,3.40,0.00,0.00,DETENIDO,ROJO
171.25,24,16.89,0.00,0.00,DETENIDO,ROJO
171.25,23,53.07,0.00,0.00,DETENIDO,ROJO
171.25,22,64.78,0.00,0.00,DETENIDO,ROJO
171.25,21,148.95,0.00,0.00,DETENIDO,ROJO
171.25,20,186.06,9.88,0.00,VEL_CONST,ROJO
171.30,25,3.40,0.00,0.00,DETENIDO,ROJO
171.30,24,16.89,0.00,0.00,DETENIDO,ROJO
171.30,23,53.07,0.00,0.00,DETENIDO,ROJO
171.30,22,64.78,0.00,0.00,DETENIDO,ROJO
171.30,21,148.95,0.00,0.00,DETENIDO,ROJO
171.30,20,186.55,9.88,0.00,VEL_CONST,ROJO
171.35,25,3.40,0.00,0.00,DETENIDO,ROJO
171.35,24,16.89,0.00,0.00,DETENIDO,ROJO
171.35,23,53.07,0.00,0.00,DETENIDO,ROJO
171.35,22,64.78,0.00,0.00,DETENIDO,ROJO
171.35,21,148.95,0.00,0.00,DETENIDO,ROJO
171.35,20,187.05,9.88,0.00,VEL_CONST,ROJO
171.40,25,3.40,0.00,0.00,DETENIDO,ROJO
171.40,24,16.89,0.00,0.00,DETENIDO,ROJO
171.40,23,53.07,0.00,0.00,DETENIDO,ROJO
171.40,22,64.78,0.00,0.00,DETENIDO,ROJO
171.40,21,148.95,0.00,0.00,DETENIDO,ROJO
171.40,20,187.54,9.88,0.00,VEL_CONST,ROJO
171.45,25,3.40,0.00,0.00,DETENIDO,ROJO
171.45,24,16.89,0.00,0.00,DETENIDO,ROJO
171.45,23,53.07,0.00,0.00,DETENIDO,ROJO
171.45,22,64.78,0.00,0.00,DETENIDO,ROJO
171.45,21,148.95,0.00,0.00,DETENIDO,ROJO
171.45,20,188.03,9.88,0.00,VEL_CONST,ROJO
171.50,25,3.40,0.00,0.00,DETENIDO,ROJO
171.50,24,16.89,0.00,0.00,DETENIDO,ROJO
171.50,23,53.07,0.00,0.00,DETENIDO,ROJO
171.50,22,64.78,0.00,0.00,DETENIDO,ROJO
171.50,21,148.95,0.00,0.00,DETENIDO,ROJO
171.50,20,188.53,9.88,0.00,VEL_CONST,ROJO
171.55,25,3.40,0.00,0.00,DETENIDO,ROJO
171.55,24,16.89,0.00,0.00,DETENIDO,ROJO
171.55,23,53.07,0.00,0.00,DETENIDO,ROJO
171.55,22,64.78,0.00,0.00,DETENIDO,ROJO
171.55,21,148.95,0.00,0.00,DETENIDO,ROJO
171.55,20,189.02,9.88,0.00,VEL_CONST,ROJO
171.60,25,3.40,0.00,0.00,DETENIDO,ROJO
171.60,24,16.89,0.00,0.00,DETENIDO,ROJO
171.60,23,53.07,0.00,0.00,DETENIDO,ROJO
171.60,22,64.78,0.00,0.00,DETENIDO,ROJO
171.60,21,148.95,0.00,0.00,DETENIDO,ROJO
171.60,20,189.52,9.88,0.00,VEL_CONST,ROJO
171.65,25,3.40,0.00,0.00,DETENIDO,ROJO
171.65,24,16.89,0.00,0.00,DETENIDO,ROJO
171.65,23,53.07,0.00,0.00,DETENIDO,ROJO
171.65,22,64.78,0.00,0.00,DETENIDO,ROJO
171.65,21,148.95,0.00,0.00,DETENIDO,ROJO
171.65,20,190.01,9.88,0.00,VEL_CONST,ROJO
171.70,25,3.40,0.00,0.00,DETENIDO,ROJO
171.70,24,16.89,0.00,0.00,DETENIDO,ROJO
171.70,23,53.07,0.00,0.00,DETENIDO,ROJO
171.70,22,64.78,0.00,0.00,DETENIDO,ROJO
171.70,21,148.95,0.00,0.00,DETENIDO,ROJO
171.70,20,190.50,9.88,0.00,VEL_CONST,ROJO
171.75,25,3.40,0.00,0.00,DETENIDO,ROJO
171.75,24,16.89,0.00,0.00,DETENIDO,ROJO
171.75,23,53.07,0.00,0.00,DETENIDO,ROJO
171.75,22,64.78,0.00,0.00,DETENIDO,ROJO
171.75,21,148.95,0.00,0.00,DETENIDO,ROJO
171.75,20,191.00,9.88,0.00,VEL_CONST,ROJO
171.80,25,3.40,0.00,0.00,DETENIDO,ROJO
171.80,24,16.89,0.00,0.00,DETENIDO,ROJO
171.80,23,53.07,0.00,0.00,DETENIDO,ROJO
171.80,22,64.78,0.00,0.00,DETENIDO,ROJO
171.80,21,148.95,0.00,0.00,DETENIDO,ROJO
171.80,20,191.49,9.88,0.00,VEL_CONST,ROJO
171.85,25,3.40,0.00,0.00,DETENIDO,ROJO
171.85,24,16.89,0.00,0.00,DETENIDO,ROJO
171.85,23,53.07,0.00,0.00,DETENIDO,ROJO
171.85,22,64.78,0.00,0.00,DETENIDO,ROJO
171.85,21,148.95,0.00,0.00,DETENIDO,ROJO
171.85,20,191.98,9.88,0.00,VEL_CONST,ROJO
171.90,25,3.40,0.00,0.00,DETENIDO,ROJO
171.90,24,16.89,0.00,0.00,DETENIDO,ROJO
171.90,23,53.07,0.00,0.00,DETENIDO,ROJO
171.90,22,64.78,0.00,0.00,DETENIDO,ROJO
171.90,21,148.95,0.00,0.00,DETENIDO,ROJO
171.90,20,192.48,9.88,0.00,VEL_CONST,ROJO
171.95,25,3.40,0.00,0.00,DETENIDO,ROJO
171.95,24,16.89,0.00,0.00,DETENIDO,ROJO
171.95,23,53.07,0.00,0.00,DETENIDO,ROJO
171.95,22,64.78,0.00,0.00,DETENIDO,ROJO
171.95,21,148.95,0.00,0.00,DETENIDO,ROJO
171.95,20,192.97,9.88,0.00,VEL_CONST,ROJO
172.00,25,3.40,0.00,0.00,DETENIDO,ROJO
172.00,24,16.89,0.00,0.00,DETENIDO,ROJO
172.00,23,53.07,0.00,0.00,DETENIDO,ROJO
172.00,22,64.78,0.00,0.00,DETENIDO,ROJO
172.00,21,148.95,0.00,0.00,DETENIDO,ROJO
172.00,20,193.47,9.88,0.00,VEL_CONST,ROJO
172.05,25,3.40,0.00,0.00,DETENIDO,ROJO
172.05,24,16.89,0.00,0.00,DETENIDO,ROJO
172.05,23,53.07,0.00,0.00,DETENIDO,ROJO
172.05,22,64.78,0.00,0.00,DETENIDO,ROJO
172.05,21,148.95,0.00,0.00,DETENIDO,ROJO
172.05,20,193.96,9.88,0.00,VEL_CONST,ROJO
172.10,25,3.40,0.00,0.00,DETENIDO,ROJO
172.10,24,16.89,0.00,0.00,DETENIDO,ROJO
172.10,23,53.07,0.00,0.00,DETENIDO,ROJO
172.10,22,64.78,0.00,0.00,DETENIDO,ROJO
172.10,21,148.95,0.00,0.00,DETENIDO,ROJO
172.10,20,194.45,9.88,0.00,VEL_CONST,ROJO
172.15,25,3.40,0.00,0.00,DETENIDO,ROJO
172.15,24,16.89,0.00,0.00,DETENIDO,ROJO
172.15,23,53.07,0.00,0.00,DETENIDO,ROJO
172.15,22,64.78,0.00,0.00,DETENIDO,ROJO
172.15,21,148.95,0.00,0.00,DETENIDO,ROJO
172.15,20,194.95,9.88,0.00,VEL_CONST,ROJO
172.20,25,3.40,0.00,0.00,DETENIDO,ROJO
172.20,24,16.89,0.00,0.00,DETENIDO,ROJO
172.20,23,53.07,0.00,0.00,DETENIDO,ROJO
172.20,22,64.78,0.00,0.00,DETENIDO,ROJO
172.20,21,148.95,0.00,0.00,DETENIDO,ROJO
172.20,20,195.44,9.88,0.00,VEL_CONST,ROJO
172.25,25,3.40,0.00,0.00,DETENIDO,ROJO
172.25,24,16.89,0.00,0.00,DETENIDO,ROJO
