Tiempo,ID,Posicion,Velocidad,Aceleracion,EstadoVehiculo,Semaforo
0.05,1,0.01,0.12,2.50,ACELERANDO,VERDE
0.10,1,0.02,0.25,2.50,ACELERANDO,VERDE
0.15,1,0.04,0.38,2.50,ACELERANDO,VERDE
0.20,1,0.06,0.50,2.50,ACELERANDO,VERDE
0.25,1,0.09,0.62,2.50,ACELERANDO,VERDE
0.30,1,0.13,0.75,2.50,ACELERANDO,VERDE
0.35,1,0.18,0.88,2.50,ACELERANDO,VERDE
0.40,1,0.23,1.00,2.50,ACELERANDO,VERDE
0.45,1,0.28,1.12,2.50,ACELERANDO,VERDE
0.50,1,0.34,1.25,2.50,ACELERANDO,VERDE
0.55,1,0.41,1.38,2.50,ACELERANDO,VERDE
0.60,1,0.49,1.50,2.50,ACELERANDO,VERDE
0.65,1,0.57,1.62,2.50,ACELERANDO,VERDE
0.70,1,0.66,1.75,2.50,ACELERANDO,VERDE
0.75,1,0.75,1.88,2.50,ACELERANDO,VERDE
0.80,1,0.85,2.00,2.50,ACELERANDO,VERDE
0.85,1,0.96,2.12,2.50,ACELERANDO,VERDE
0.90,1,1.07,2.25,2.50,ACELERANDO,VERDE
0.95,1,1.19,2.38,2.50,ACELERANDO,VERDE
1.00,1,1.31,2.50,2.50,ACELERANDO,VERDE
1.05,1,1.44,2.62,2.50,ACELERANDO,VERDE
1.10,1,1.58,2.75,2.50,ACELERANDO,VERDE
1.15,1,1.73,2.88,2.50,ACELERANDO,VERDE
1.20,1,1.88,3.00,2.50,ACELERANDO,VERDE
1.25,1,2.03,3.12,2.50,ACELERANDO,VERDE
1.30,1,2.19,3.25,2.50,ACELERANDO,VERDE
1.35,1,2.36,3.38,2.50,ACELERANDO,VERDE
1.40,1,2.54,3.50,2.50,ACELERANDO,VERDE
1.45,1,2.72,3.62,2.50,ACELERANDO,VERDE
1.50,1,2.91,3.75,2.50,ACELERANDO,VERDE
1.55,1,3.10,3.88,2.50,ACELERANDO,VERDE
1.60,1,3.30,4.00,2.50,ACELERANDO,VERDE
1.65,1,3.51,4.12,2.50,ACELERANDO,VERDE
1.70,1,3.72,4.25,2.50,ACELERANDO,VERDE
1.75,1,3.94,4.38,2.50,ACELERANDO,VERDE
1.80,1,4.16,4.50,2.50,ACELERANDO,VERDE
1.85,1,4.39,4.62,2.50,ACELERANDO,VERDE
1.90,1,4.63,4.75,2.50,ACELERANDO,VERDE
1.95,1,4.88,4.88,2.50,ACELERANDO,VERDE
2.00,1,5.12,5.00,2.50,ACELERANDO,VERDE
2.05,1,5.38,5.12,2.50,ACELERANDO,VERDE
2.10,1,5.64,5.25,2.50,ACELERANDO,VERDE
2.15,1,5.91,5.38,2.50,ACELERANDO,VERDE
2.20,1,6.19,5.50,2.50,ACELERANDO,VERDE
2.25,1,6.47,5.62,2.50,ACELERANDO,VERDE
2.30,1,6.76,5.75,2.50,ACELERANDO,VERDE
2.35,1,7.05,5.88,2.50,ACELERANDO,VERDE
2.40,1,7.35,6.00,2.50,ACELERANDO,VERDE
2.45,1,7.66,6.12,2.50,ACELERANDO,VERDE
2.50,1,7.97,6.25,2.50,ACELERANDO,VERDE
2.55,1,8.29,6.38,2.50,ACELERANDO,VERDE
2.60,1,8.61,6.50,2.50,ACELERANDO,VERDE
2.65,1,8.94,6.62,2.50,ACELERANDO,VERDE
2.70,1,9.28,6.75,2.50,ACELERANDO,VERDE
2.75,1,9.62,6.88,2.50,ACELERANDO,VERDE
2.80,1,9.97,7.00,2.50,ACELERANDO,VERDE
2.85,1,10.33,7.12,2.50,ACELERANDO,VERDE
2.90,1,10.69,7.25,2.50,ACELERANDO,VERDE
2.95,1,11.06,7.38,2.50,ACELERANDO,VERDE
3.00,1,11.44,7.50,2.50,ACELERANDO,VERDE
3.05,1,11.82,7.62,2.50,ACELERANDO,VERDE
3.05,2,0.01,0.12,2.50,ACELERANDO,VERDE
3.10,1,12.21,7.75,2.50,ACELERANDO,VERDE
3.10,2,0.02,0.25,2.50,ACELERANDO,VERDE
3.15,1,12.60,7.88,2.50,ACELERANDO,VERDE
3.15,2,0.04,0.38,2.50,ACELERANDO,VERDE
3.20,1,13.00,8.00,2.50,ACELERANDO,VERDE
3.20,2,0.06,0.50,2.50,ACELERANDO,VERDE
3.25,1,13.41,8.12,2.50,ACELERANDO,VERDE
3.25,2,0.09,0.62,2.50,ACELERANDO,VERDE
3.30,1,13.82,8.25,2.50,ACELERANDO,VERDE
3.30,2,0.13,0.75,2.50,ACELERANDO,VERDE
3.35,1,14.24,8.38,2.50,ACELERANDO,VERDE
3.35,2,0.18,0.88,2.50,ACELERANDO,VERDE
3.40,1,14.66,8.50,2.50,ACELERANDO,VERDE
3.40,2,0.23,1.00,2.50,ACELERANDO,VERDE
3.45,1,15.09,8.62,2.50,ACELERANDO,VERDE
3.45,2,0.28,1.12,2.50,ACELERANDO,VERDE
3.50,1,15.53,8.75,2.50,ACELERANDO,VERDE
3.50,2,0.34,1.25,2.50,ACELERANDO,VERDE
3.55,1,15.97,8.88,2.50,ACELERANDO,VERDE
3.55,2,0.41,1.38,2.50,ACELERANDO,VERDE
3.60,1,16.43,9.00,2.50,ACELERANDO,VERDE
3.60,2,0.49,1.50,2.50,ACELERANDO,VERDE
3.65,1,16.88,9.12,2.50,ACELERANDO,VERDE
3.65,2,0.57,1.62,2.50,ACELERANDO,VERDE
3.70,1,17.34,9.25,2.50,ACELERANDO,VERDE
3.70,2,0.66,1.75,2.50,ACELERANDO,VERDE
3.75,1,17.81,9.38,2.50,ACELERANDO,VERDE
3.75,2,0.75,1.88,2.50,ACELERANDO,VERDE
3.80,1,18.29,9.50,2.50,ACELERANDO,VERDE
3.80,2,0.85,2.00,2.50,ACELERANDO,VERDE
3.85,1,18.77,9.62,2.50,ACELERANDO,VERDE
3.85,2,0.96,2.12,2.50,ACELERANDO,VERDE
3.90,1,19.26,9.75,2.50,ACELERANDO,VERDE
3.90,2,1.07,2.25,2.50,ACELERANDO,VERDE
3.95,1,19.75,9.88,2.50,ACELERANDO,VERDE
3.95,2,1.19,2.38,2.50,ACELERANDO,VERDE
4.00,1,20.24,9.88,0.00,VEL_CONST,VERDE
4.00,2,1.31,2.50,2.50,ACELERANDO,VERDE
4.05,1,20.74,9.88,0.00,VEL_CONST,VERDE
4.05,2,1.44,2.62,2.50,ACELERANDO,VERDE
4.10,1,21.23,9.88,0.00,VEL_CONST,VERDE
4.10,2,1.58,2.75,2.50,ACELERANDO,VERDE
4.15,1,21.72,9.88,0.00,VEL_CONST,VERDE
4.15,2,1.73,2.88,2.50,ACELERANDO,VERDE
4.20,1,22.22,9.88,0.00,VEL_CONST,VERDE
4.20,2,1.88,3.00,2.50,ACELERANDO,VERDE
4.25,1,22.71,9.88,0.00,VEL_CONST,VERDE
4.25,2,2.03,3.12,2.50,ACELERANDO,VERDE
4.30,1,23.21,9.88,0.00,VEL_CONST,VERDE
4.30,2,2.19,3.25,2.50,ACELERANDO,VERDE
4.35,1,23.70,9.88,0.00,VEL_CONST,VERDE
4.35,2,2.36,3.38,2.50,ACELERANDO,VERDE
4.40,1,24.19,9.88,0.00,VEL_CONST,VERDE
4.40,2,2.54,3.50,2.50,ACELERANDO,VERDE
4.45,1,24.69,9.88,0.00,VEL_CONST,VERDE
4.45,2,2.72,3.62,2.50,ACELERANDO,VERDE
4.50,1,25.18,9.88,0.00,VEL_CONST,VERDE
4.50,2,2.91,3.75,2.50,ACELERANDO,VERDE
4.55,1,25.67,9.88,0.00,VEL_CONST,VERDE
4.55,2,3.10,3.88,2.50,ACELERANDO,VERDE
4.60,1,26.17,9.88,0.00,VEL_CONST,VERDE
4.60,2,3.30,4.00,2.50,ACELERANDO,VERDE
4.65,1,26.66,9.88,0.00,VEL_CONST,VERDE
4.65,2,3.51,4.12,2.50,ACELERANDO,VERDE
4.70,1,27.16,9.88,0.00,VEL_CONST,VERDE
4.70,2,3.72,4.25,2.50,ACELERANDO,VERDE
4.75,1,27.65,9.88,0.00,VEL_CONST,VERDE
4.75,2,3.94,4.38,2.50,ACELERANDO,VERDE
4.80,1,28.14,9.88,0.00,VEL_CONST,VERDE
4.80,2,4.16,4.50,2.50,ACELERANDO,VERDE
4.85,1,28.64,9.88,0.00,VEL_CONST,VERDE
4.85,2,4.39,4.62,2.50,ACELERANDO,VERDE
4.90,1,29.13,9.88,0.00,VEL_CONST,VERDE
4.90,2,4.63,4.75,2.50,ACELERANDO,VERDE
4.95,1,29.62,9.88,0.00,VEL_CONST,VERDE
4.95,2,4.88,4.88,2.50,ACELERANDO,VERDE
5.00,1,30.12,9.88,0.00,VEL_CONST,VERDE
5.00,2,5.12,5.00,2.50,ACELERANDO,VERDE
5.05,1,30.61,9.88,0.00,VEL_CONST,VERDE
5.05,2,5.38,5.12,2.50,ACELERANDO,VERDE
5.10,1,31.11,9.88,0.00,VEL_CONST,VERDE
5.10,2,5.64,5.25,2.50,ACELERANDO,VERDE
5.15,1,31.60,9.88,0.00,VEL_CONST,VERDE
5.15,2,5.91,5.38,2.50,ACELERANDO,VERDE
5.20,1,32.09,9.88,0.00,VEL_CONST,VERDE
5.20,2,6.19,5.50,2.50,ACELERANDO,VERDE
5.25,1,32.59,9.88,0.00,VEL_CONST,VERDE
5.25,2,6.47,5.62,2.50,ACELERANDO,VERDE
5.30,1,33.08,9.88,0.00,VEL_CONST,VERDE
5.30,2,6.76,5.75,2.50,ACELERANDO,VERDE
5.35,1,33.57,9.88,0.00,VEL_CONST,VERDE
5.35,2,7.05,5.88,2.50,ACELERANDO,VERDE
5.40,1,34.07,9.88,0.00,VEL_CONST,VERDE
5.40,2,7.35,6.00,2.50,ACELERANDO,VERDE
5.45,1,34.56,9.88,0.00,VEL_CONST,VERDE
5.45,2,7.66,6.12,2.50,ACELERANDO,VERDE
5.50,1,35.06,9.88,0.00,VEL_CONST,VERDE
5.50,2,7.97,6.25,2.50,ACELERANDO,VERDE
5.55,1,35.55,9.88,0.00,VEL_CONST,VERDE
5.55,2,8.29,6.38,2.50,ACELERANDO,VERDE
5.60,1,36.04,9.88,0.00,VEL_CONST,VERDE
5.60,2,8.61,6.50,2.50,ACELERANDO,VERDE
5.65,1,36.54,9.88,0.00,VEL_CONST,VERDE
5.65,2,8.94,6.62,2.50,ACELERANDO,VERDE
5.70,1,37.03,9.88,0.00,VEL_CONST,VERDE
5.70,2,9.28,6.75,2.50,ACELERANDO,VERDE
5.75,1,37.52,9.88,0.00,VEL_CONST,VERDE
5.75,2,9.62,6.88,2.50,ACELERANDO,VERDE
5.80,1,38.02,9.88,0.00,VEL_CONST,VERDE
5.80,2,9.97,7.00,2.50,ACELERANDO,VERDE
5.85,1,38.51,9.88,0.00,VEL_CONST,VERDE
5.85,2,10.33,7.12,2.50,ACELERANDO,VERDE
5.90,1,39.01,9.88,0.00,VEL_CONST,VERDE
5.90,2,10.69,7.25,2.50,ACELERANDO,VERDE
5.95,1,39.50,9.88,0.00,VEL_CONST,VERDE
5.95,2,11.06,7.38,2.50,ACELERANDO,VERDE
6.00,1,39.99,9.88,0.00,VEL_CONST,VERDE
6.00,2,11.44,7.50,2.50,ACELERANDO,VERDE
6.05,1,40.49,9.88,0.00,VEL_CONST,VERDE
6.05,2,11.82,7.62,2.50,ACELERANDO,VERDE
6.05,3,0.01,0.12,2.50,ACELERANDO,VERDE
6.10,1,40.98,9.88,0.00,VEL_CONST,VERDE
6.10,2,12.21,7.75,2.50,ACELERANDO,VERDE
6.10,3,0.02,0.25,2.50,ACELERANDO,VERDE
6.15,1,41.47,9.88,0.00,VEL_CONST,VERDE
6.15,2,12.60,7.88,2.50,ACELERANDO,VERDE
6.15,3,0.04,0.38,2.50,ACELERANDO,VERDE
6.20,1,41.97,9.88,0.00,VEL_CONST,VERDE
6.20,2,13.00,8.00,2.50,ACELERANDO,VERDE
6.20,3,0.06,0.50,2.50,ACELERANDO,VERDE
6.25,1,42.46,9.88,0.00,VEL_CONST,VERDE
6.25,2,13.41,8.12,2.50,ACELERANDO,VERDE
6.25,3,0.09,0.62,2.50,ACELERANDO,VERDE
6.30,1,42.96,9.88,0.00,VEL_CONST,VERDE
6.30,2,13.82,8.25,2.50,ACELERANDO,VERDE
6.30,3,0.13,0.75,2.50,ACELERANDO,VERDE
6.35,1,43.45,9.88,0.00,VEL_CONST,VERDE
6.35,2,14.24,8.38,2.50,ACELERANDO,VERDE
6.35,3,0.18,0.88,2.50,ACELERANDO,VERDE
6.40,1,43.94,9.88,0.00,VEL_CONST,VERDE
6.40,2,14.66,8.50,2.50,ACELERANDO,VERDE
6.40,3,0.23,1.00,2.50,ACELERANDO,VERDE
6.45,1,44.44,9.88,0.00,VEL_CONST,VERDE
6.45,2,15.09,8.62,2.50,ACELERANDO,VERDE
6.45,3,0.28,1.12,2.50,ACELERANDO,VERDE
6.50,1,44.93,9.88,0.00,VEL_CONST,VERDE
6.50,2,15.53,8.75,2.50,ACELERANDO,VERDE
6.50,3,0.34,1.25,2.50,ACELERANDO,VERDE
6.55,1,45.42,9.88,0.00,VEL_CONST,VERDE
6.55,2,15.97,8.88,2.50,ACELERANDO,VERDE
6.55,3,0.41,1.38,2.50,ACELERANDO,VERDE
6.60,1,45.92,9.88,0.00,VEL_CONST,VERDE
6.60,2,16.43,9.00,2.50,ACELERANDO,VERDE
6.60,3,0.49,1.50,2.50,ACELERANDO,VERDE
6.65,1,46.41,9.88,0.00,VEL_CONST,VERDE
6.65,2,16.88,9.12,2.50,ACELERANDO,VERDE
6.65,3,0.57,1.62,2.50,ACELERANDO,VERDE
6.70,1,46.91,9.88,0.00,VEL_CONST,VERDE
6.70,2,17.34,9.25,2.50,ACELERANDO,VERDE
6.70,3,0.66,1.75,2.50,ACELERANDO,VERDE
6.75,1,47.40,9.88,0.00,VEL_CONST,VERDE
6.75,2,17.81,9.38,2.50,ACELERANDO,VERDE
6.75,3,0.75,1.88,2.50,ACELERANDO,VERDE
6.80,1,47.89,9.88,0.00,VEL_CONST,VERDE
6.80,2,18.29,9.50,2.50,ACELERANDO,VERDE
6.80,3,0.85,2.00,2.50,ACELERANDO,VERDE
6.85,1,48.39,9.88,0.00,VEL_CONST,VERDE
6.85,2,18.77,9.62,2.50,ACELERANDO,VERDE
6.85,3,0.96,2.12,2.50,ACELERANDO,VERDE
6.90,1,48.88,9.88,0.00,VEL_CONST,VERDE
6.90,2,19.26,9.75,2.50,ACELERANDO,VERDE
6.90,3,1.07,2.25,2.50,ACELERANDO,VERDE
6.95,1,49.37,9.88,0.00,VEL_CONST,VERDE
6.95,2,19.75,9.88,2.50,ACELERANDO,VERDE
6.95,3,1.19,2.38,2.50,ACELERANDO,VERDE
7.00,1,49.87,9.88,0.00,VEL_CONST,VERDE
7.00,2,20.24,9.78,-2.00,DESACELERANDO,VERDE
7.00,3,1.31,2.50,2.50,ACELERANDO,VERDE
7.05,1,50.36,9.88,0.00,VEL_CONST,VERDE
7.05,2,20.72,9.68,-2.00,DESACELERANDO,VERDE
7.05,3,1.44,2.62,2.50,ACELERANDO,VERDE
7.10,1,50.86,9.88,0.00,VEL_CONST,VERDE
7.10,2,21.20,9.58,-2.00,DESACELERANDO,VERDE
7.10,3,1.58,2.75,2.50,ACELERANDO,VERDE
7.15,1,51.35,9.88,0.00,VEL_CONST,VERDE
7.15,2,21.68,9.48,-2.00,DESACELERANDO,VERDE
7.15,3,1.73,2.88,2.50,ACELERANDO,VERDE
7.20,1,51.84,9.88,0.00,VEL_CONST,VERDE
7.20,2,22.14,9.38,-2.00,DESACELERANDO,VERDE
7.20,3,1.88,3.00,2.50,ACELERANDO,VERDE
7.25,1,52.34,9.88,0.00,VEL_CONST,VERDE
7.25,2,22.61,9.28,-2.00,DESACELERANDO,VERDE
7.25,3,2.03,3.12,2.50,ACELERANDO,VERDE
7.30,1,52.83,9.88,0.00,VEL_CONST,VERDE
7.30,2,23.07,9.18,-2.00,DESACELERANDO,VERDE
7.30,3,2.19,3.25,2.50,ACELERANDO,VERDE
7.35,1,53.32,9.88,0.00,VEL_CONST,VERDE
7.35,2,23.52,9.08,-2.00,DESACELERANDO,VERDE
7.35,3,2.36,3.38,2.50,ACELERANDO,VERDE
7.40,1,53.82,9.88,0.00,VEL_CONST,VERDE
7.40,2,23.97,8.98,-2.00,DESACELERANDO,VERDE
7.40,3,2.54,3.50,2.50,ACELERANDO,VERDE
7.45,1,54.31,9.88,0.00,VEL_CONST,VERDE
7.45,2,24.41,8.88,-2.00,DESACELERANDO,VERDE
7.45,3,2.72,3.62,2.50,ACELERANDO,VERDE
7.50,1,54.81,9.88,0.00,VEL_CONST,VERDE
7.50,2,24.85,8.78,-2.00,DESACELERANDO,VERDE
7.50,3,2.91,3.75,2.50,ACELERANDO,VERDE
7.55,1,55.30,9.88,0.00,VEL_CONST,VERDE
7.55,2,25.29,8.68,-2.00,DESACELERANDO,VERDE
7.55,3,3.10,3.88,2.50,ACELERANDO,VERDE
7.60,1,55.79,9.88,0.00,VEL_CONST,VERDE
7.60,2,25.71,8.58,-2.00,DESACELERANDO,VERDE
7.60,3,3.30,4.00,2.50,ACELERANDO,VERDE
7.65,1,56.29,9.88,0.00,VEL_CONST,VERDE
7.65,2,26.14,8.48,-2.00,DESACELERANDO,VERDE
7.65,3,3.51,4.12,2.50,ACELERANDO,VERDE
7.70,1,56.78,9.88,0.00,VEL_CONST,VERDE
7.70,2,26.56,8.38,-2.00,DESACELERANDO,VERDE
7.70,3,3.72,4.25,2.50,ACELERANDO,VERDE
7.75,1,57.27,9.88,0.00,VEL_CONST,VERDE
7.75,2,26.97,8.28,-2.00,DESACELERANDO,VERDE
7.75,3,3.94,4.38,2.50,ACELERANDO,VERDE
7.80,1,57.77,9.88,0.00,VEL_CONST,VERDE
7.80,2,27.38,8.18,-2.00,DESACELERANDO,VERDE
7.80,3,4.16,4.50,2.50,ACELERANDO,VERDE
7.85,1,58.26,9.88,0.00,VEL_CONST,VERDE
7.85,2,27.78,8.08,-2.00,DESACELERANDO,VERDE
7.85,3,4.39,4.62,2.50,ACELERANDO,VERDE
7.90,1,58.76,9.88,0.00,VEL_CONST,VERDE
7.90,2,28.18,7.98,-2.00,DESACELERANDO,VERDE
7.90,3,4.63,4.75,2.50,ACELERANDO,VERDE
7.95,1,59.25,9.88,0.00,VEL_CONST,VERDE
7.95,2,28.58,7.88,-2.00,DESACELERANDO,VERDE
7.95,3,4.88,4.88,2.50,ACELERANDO,VERDE
8.00,1,59.74,9.88,0.00,VEL_CONST,VERDE
8.00,2,28.96,7.78,-2.00,DESACELERANDO,VERDE
8.00,3,5.12,5.00,2.50,ACELERANDO,VERDE
8.05,1,60.24,9.88,0.00,VEL_CONST,VERDE
8.05,2,29.35,7.68,-2.00,DESACELERANDO,VERDE
8.05,3,5.38,5.12,2.50,ACELERANDO,VERDE
8.10,1,60.73,9.88,0.00,VEL_CONST,VERDE
8.10,2,29.73,7.58,-2.00,DESACELERANDO,VERDE
8.10,3,5.64,5.25,2.50,ACELERANDO,VERDE
8.15,1,61.22,9.88,0.00,VEL_CONST,VERDE
8.15,2,30.10,7.48,-2.00,DESACELERANDO,VERDE
8.15,3,5.91,5.38,2.50,ACELERANDO,VERDE
8.20,1,61.72,9.88,0.00,VEL_CONST,VERDE
8.20,2,30.47,7.38,-2.00,DESACELERANDO,VERDE
8.20,3,6.19,5.50,2.50,ACELERANDO,VERDE
8.25,1,62.21,9.88,0.00,VEL_CONST,VERDE
8.25,2,30.83,7.28,-2.00,DESACELERANDO,VERDE
8.25,3,6.47,5.62,2.50,ACELERANDO,VERDE
8.30,1,62.71,9.88,0.00,VEL_CONST,VERDE
8.30,2,31.19,7.18,-2.00,DESACELERANDO,VERDE
8.30,3,6.76,5.75,2.50,ACELERANDO,VERDE
8.35,1,63.20,9.88,0.00,VEL_CONST,VERDE
8.35,2,31.55,7.08,-2.00,DESACELERANDO,VERDE
8.35,3,7.05,5.88,2.50,ACELERANDO,VERDE
8.40,1,63.69,9.88,0.00,VEL_CONST,VERDE
8.40,2,31.89,6.98,-2.00,DESACELERANDO,VERDE
8.40,3,7.35,6.00,2.50,ACELERANDO,VERDE
8.45,1,64.19,9.88,0.00,VEL_CONST,VERDE
8.45,2,32.24,6.88,-2.00,DESACELERANDO,VERDE
8.45,3,7.66,6.12,2.50,ACELERANDO,VERDE
8.50,1,64.68,9.88,0.00,VEL_CONST,VERDE
8.50,2,32.58,6.78,-2.00,DESACELERANDO,VERDE
8.50,3,7.97,6.25,2.50,ACELERANDO,VERDE
8.55,1,65.17,9.88,0.00,VEL_CONST,VERDE
8.55,2,32.91,6.68,-2.00,DESACELERANDO,VERDE
8.55,3,8.29,6.38,2.50,ACELERANDO,VERDE
8.60,1,65.67,9.88,0.00,VEL_CONST,VERDE
8.60,2,33.24,6.58,-2.00,DESACELERANDO,VERDE
8.60,3,8.61,6.50,2.50,ACELERANDO,VERDE
8.65,1,66.16,9.88,0.00,VEL_CONST,VERDE
8.65,2,33.56,6.48,-2.00,DESACELERANDO,VERDE
8.65,3,8.94,6.62,2.50,ACELERANDO,VERDE
8.70,1,66.66,9.88,0.00,VEL_CONST,VERDE
8.70,2,33.88,6.38,-2.00,DESACELERANDO,VERDE
8.70,3,9.28,6.75,2.50,ACELERANDO,VERDE
8.75,1,67.15,9.88,0.00,VEL_CONST,VERDE
8.75,2,34.20,6.28,-2.00,DESACELERANDO,VERDE
8.75,3,9.62,6.88,2.50,ACELERANDO,VERDE
8.80,1,67.64,9.88,0.00,VEL_CONST,VERDE
8.80,2,34.50,6.18,-2.00,DESACELERANDO,VERDE
8.80,3,9.97,7.00,2.50,ACELERANDO,VERDE
8.85,1,68.14,9.88,0.00,VEL_CONST,VERDE
8.85,2,34.81,6.08,-2.00,DESACELERANDO,VERDE
8.85,3,10.33,7.12,2.50,ACELERANDO,VERDE
8.90,1,68.63,9.88,0.00,VEL_CONST,VERDE
8.90,2,35.11,5.98,-2.00,DESACELERANDO,VERDE
8.90,3,10.69,7.25,2.50,ACELERANDO,VERDE
8.95,1,69.12,9.88,0.00,VEL_CONST,VERDE
8.95,2,35.40,5.88,-2.00,DESACELERANDO,VERDE
8.95,3,11.06,7.38,2.50,ACELERANDO,VERDE
9.00,1,69.62,9.88,0.00,VEL_CONST,VERDE
9.00,2,35.69,5.78,-2.00,DESACELERANDO,VERDE
9.00,3,11.43,7.28,-2.00,DESACELERANDO,VERDE
9.05,1,70.11,9.88,0.00,VEL_CONST,VERDE
9.05,2,35.97,5.68,-2.00,DESACELERANDO,VERDE
9.05,4,0.01,0.12,2.50,ACELERANDO,VERDE
9.05,3,11.79,7.18,-2.00,DESACELERANDO,VERDE
9.10,1,70.61,9.88,0.00,VEL_CONST,VERDE
9.10,2,36.25,5.58,-2.00,DESACELERANDO,VERDE
9.10,4,0.02,0.25,2.50,ACELERANDO,VERDE
9.10,3,12.14,7.08,-2.00,DESACELERANDO,VERDE
9.15,1,71.10,9.88,0.00,VEL_CONST,VERDE
9.15,2,36.53,5.48,-2.00,DESACELERANDO,VERDE
9.15,4,0.04,0.38,2.50,ACELERANDO,VERDE
9.15,3,12.49,6.98,-2.00,DESACELERANDO,VERDE
9.20,1,71.59,9.88,0.00,VEL_CONST,VERDE
9.20,2,36.79,5.38,-2.00,DESACELERANDO,VERDE
9.20,4,0.06,0.50,2.50,ACELERANDO,VERDE
9.20,3,12.83,6.88,-2.00,DESACELERANDO,VERDE
9.25,1,72.09,9.88,0.00,VEL_CONST,VERDE
9.25,2,37.06,5.28,-2.00,DESACELERANDO,VERDE
9.25,4,0.09,0.62,2.50,ACELERANDO,VERDE
9.25,3,13.17,6.78,-2.00,DESACELERANDO,VERDE
9.30,1,72.58,9.88,0.00,VEL_CONST,VERDE
9.30,2,37.32,5.18,-2.00,DESACELERANDO,VERDE
9.30,4,0.13,0.75,2.50,ACELERANDO,VERDE
9.30,3,13.50,6.68,-2.00,DESACELERANDO,VERDE
9.35,1,73.07,9.88,0.00,VEL_CONST,VERDE
9.35,2,37.57,5.08,-2.00,DESACELERANDO,VERDE
9.35,4,0.18,0.88,2.50,ACELERANDO,VERDE
9.35,3,13.83,6.58,-2.00,DESACELERANDO,VERDE
9.40,1,73.57,9.88,0.00,VEL_CONST,VERDE
9.40,2,37.82,4.98,-2.00,DESACELERANDO,VERDE
9.40,4,0.23,1.00,2.50,ACELERANDO,VERDE
9.40,3,14.16,6.48,-2.00,DESACELERANDO,VERDE
9.45,1,74.06,9.88,0.00,VEL_CONST,VERDE
9.45,2,38.06,4.88,-2.00,DESACELERANDO,VERDE
9.45,4,0.28,1.12,2.50,ACELERANDO,VERDE
9.45,3,14.48,6.38,-2.00,DESACELERANDO,VERDE
9.50,1,74.56,9.88,0.00,VEL_CONST,VERDE
9.50,2,38.30,4.78,-2.00,DESACELERANDO,VERDE
9.50,4,0.34,1.25,2.50,ACELERANDO,VERDE
9.50,3,14.79,6.28,-2.00,DESACELERANDO,VERDE
9.55,1,75.05,9.88,0.00,VEL_CONST,VERDE
9.55,2,38.54,4.68,-2.00,DESACELERANDO,VERDE
9.55,4,0.41,1.38,2.50,ACELERANDO,VERDE
9.55,3,15.10,6.18,-2.00,DESACELERANDO,VERDE
9.60,1,75.54,9.88,0.00,VEL_CONST,VERDE
9.60,2,38.76,4.58,-2.00,DESACELERANDO,VERDE
9.60,4,0.49,1.50,2.50,ACELERANDO,VERDE
9.60,3,15.40,6.08,-2.00,DESACELERANDO,VERDE
9.65,1,76.04,9.88,0.00,VEL_CONST,VERDE
9.65,2,38.99,4.48,-2.00,DESACELERANDO,VERDE
9.65,4,0.57,1.62,2.50,ACELERANDO,VERDE
9.65,3,15.70,5.98,-2.00,DESACELERANDO,VERDE
9.70,1,76.53,9.88,0.00,VEL_CONST,VERDE
9.70,2,39.21,4.38,-2.00,DESACELERANDO,VERDE
9.70,4,0.66,1.75,2.50,ACELERANDO,VERDE
9.70,3,15.99,5.88,-2.00,DESACELERANDO,VERDE
9.75,1,77.03,9.88,0.00,VEL_CONST,VERDE
9.75,2,39.42,4.28,-2.00,DESACELERANDO,VERDE
9.75,4,0.75,1.88,2.50,ACELERANDO,VERDE
9.75,3,16.28,5.78,-2.00,DESACELERANDO,VERDE
9.80,1,77.52,9.88,0.00,VEL_CONST,VERDE
9.80,2,39.63,4.18,-2.00,DESACELERANDO,VERDE
9.80,4,0.85,2.00,2.50,ACELERANDO,VERDE
9.80,3,16.57,5.68,-2.00,DESACELERANDO,VERDE
9.85,1,78.01,9.88,0.00,VEL_CONST,VERDE
9.85,2,39.83,4.08,-2.00,DESACELERANDO,VERDE
9.85,4,0.96,2.12,2.50,ACELERANDO,VERDE
9.85,3,16.85,5.58,-2.00,DESACELERANDO,VERDE
9.90,1,78.51,9.88,0.00,VEL_CONST,VERDE
9.90,2,40.03,3.98,-2.00,DESACELERANDO,VERDE
9.90,4,1.07,2.25,2.50,ACELERANDO,VERDE
9.90,3,17.12,5.48,-2.00,DESACELERANDO,VERDE
9.95,1,79.00,9.88,0.00,VEL_CONST,VERDE
9.95,2,40.23,3.88,-2.00,DESACELERANDO,VERDE
9.95,4,1.19,2.38,2.50,ACELERANDO,VERDE
9.95,3,17.39,5.38,-2.00,DESACELERANDO,VERDE
10.00,1,79.49,9.88,0.00,VEL_CONST,VERDE
10.00,2,40.41,3.78,-2.00,DESACELERANDO,VERDE
10.00,4,1.31,2.50,2.50,ACELERANDO,VERDE
10.00,3,17.65,5.28,-2.00,DESACELERANDO,VERDE
10.05,1,79.99,9.88,0.00,VEL_CONST,VERDE
10.05,2,40.60,3.68,-2.00,DESACELERANDO,VERDE
10.05,4,1.44,2.62,2.50,ACELERANDO,VERDE
10.05,3,17.91,5.18,-2.00,DESACELERANDO,VERDE
